# step beta_mu_ex.real beta_mu_ex.imag beta_P.real beta_P.imag rho.real -kTlog(Q)
32000 -718.31 0.01 0.00 -0.00 0.00 0.00+0.00j
33000 -718.31 0.02 0.00 -0.00 0.00 0.00+0.00j
34000 -718.31 0.02 0.00 0.00 0.00 0.00+0.00j
35000 -718.31 0.02 0.00 -0.00 0.00 0.00+0.00j
36000 -718.31 0.02 0.00 -0.00 0.00 0.00+0.00j
37000 -718.31 0.01 0.00 -0.00 0.00 0.00+0.00j
38000 -718.31 0.01 0.00 -0.00 0.00 0.00+0.00j
39000 -718.31 0.01 0.00 -0.00 0.00 0.00+0.00j
40000 -718.31 0.02 0.00 -0.00 0.00 0.00+0.00j
41000 -718.31 0.01 0.00 -0.00 0.00 0.00+0.00j
42000 -718.31 0.01 0.00 -0.00 0.00 0.00+0.00j
43000 -718.31 0.01 0.00 -0.00 0.00 0.00+0.00j
44000 -718.31 0.01 0.00 -0.00 0.00 0.00+0.00j
45000 -718.31 0.01 0.00 -0.00 0.00 0.00+0.00j
46000 -718.31 0.01 0.00 -0.00 0.00 0.00+0.00j
47000 -718.31 0.01 0.00 -0.00 0.00 0.00+0.00j
48000 -718.31 0.01 0.00 -0.00 0.00 0.00+0.00j
49000 -718.30 0.01 0.00 -0.00 0.00 0.00+0.00j
50000 -718.30 0.02 0.00 -0.00 0.00 0.00+0.00j
51000 -718.30 0.02 0.00 -0.00 0.00 0.00+0.00j
52000 -718.30 0.02 0.00 -0.00 0.00 0.00+0.00j
53000 -718.30 0.02 0.00 -0.00 0.00 0.00+0.00j
54000 -718.30 0.01 0.00 -0.00 0.00 0.00+0.00j
55000 -718.30 0.02 0.00 -0.00 0.00 0.00+0.00j
56000 -718.30 0.02 0.00 -0.00 0.00 0.00+0.00j
57000 -718.30 0.02 0.00 -0.00 0.00 0.00+0.00j
58000 -718.30 0.02 0.00 -0.00 0.00 0.00+0.00j
59000 -718.30 0.02 0.00 -0.00 0.00 0.00+0.00j
60000 -718.30 0.02 0.00 -0.00 0.00 0.00+0.00j
61000 -718.30 0.02 0.00 -0.00 0.00 0.00+0.00j
62000 -718.30 0.02 0.00 -0.00 0.00 0.00+0.00j
63000 -718.30 0.02 0.00 -0.00 0.00 0.00+0.00j
64000 -718.30 0.03 0.00 -0.00 0.00 0.00+0.00j
65000 -718.30 0.03 0.00 -0.00 0.00 0.00+0.00j
66000 -718.30 0.03 0.00 -0.00 0.00 0.00+0.00j
67000 -718.30 0.03 0.00 -0.00 0.00 0.00+0.00j
68000 -718.30 0.03 0.00 -0.00 0.00 0.00+0.00j
69000 -718.30 0.03 0.00 -0.00 -0.00 0.00+0.00j
70000 -718.30 0.02 0.00 -0.00 -0.00 0.00+0.00j
71000 -718.30 0.02 0.00 -0.00 -0.00 0.00+0.00j
72000 -718.30 0.02 0.00 -0.00 -0.00 0.00+0.00j
73000 -718.30 0.02 0.00 0.00 -0.00 0.00+0.00j
74000 -718.30 0.02 0.00 0.00 -0.00 0.00+0.00j
75000 -718.30 0.01 0.00 0.00 -0.00 0.00+0.00j
76000 -718.30 0.02 0.00 0.00 -0.00 0.00+0.00j
77000 -718.30 0.02 0.00 0.00 -0.00 0.00+0.00j
78000 -718.30 0.01 0.00 0.00 -0.00 0.00+0.00j
79000 -718.30 0.01 0.00 0.00 0.00 0.00+0.00j
80000 -718.30 0.01 0.00 -0.00 0.00 0.00+0.00j
81000 -718.30 0.01 0.00 -0.00 0.00 0.00+0.00j
82000 -718.30 0.01 0.00 -0.00 -0.00 0.00+0.00j
83000 -718.30 0.01 0.00 -0.00 -0.00 0.00+0.00j
84000 -718.30 0.02 0.00 -0.00 -0.00 0.00+0.00j
85000 -718.30 0.02 0.00 0.00 -0.00 0.00+0.00j
86000 -718.30 0.02 0.00 0.00 -0.00 0.00+0.00j
87000 -718.30 0.02 0.00 0.00 -0.00 0.00+0.00j
88000 -718.29 0.02 0.00 0.00 -0.00 0.00+0.00j
89000 -718.29 0.02 0.00 0.00 0.00 0.00+0.00j
90000 -718.29 0.01 0.00 -0.00 0.00 0.00+0.00j
91000 -718.29 0.01 0.00 -0.00 0.00 0.00+0.00j
92000 -718.29 0.01 0.00 -0.00 -0.00 0.00+0.00j
93000 -718.29 0.01 0.00 -0.00 -0.00 0.00+0.00j
94000 -718.29 0.01 0.00 -0.00 0.00 0.00+0.00j
95000 -718.29 0.02 0.00 -0.00 -0.00 0.00+0.00j
96000 -718.29 0.02 0.00 -0.00 -0.00 0.00+0.00j
97000 -718.29 0.02 0.00 -0.00 -0.00 0.00+0.00j
98000 -718.29 0.02 0.00 -0.00 0.00 0.00+0.00j
99000 -718.29 0.01 0.00 -0.00 0.00 0.00+0.00j
