# step | beta_mu_ex_S.real | beta_mu_ex_P.real | beta_P.real | rho_A.real | rho_P.real | -kTlog(Qa) | -kTlog(Qp)
1000 | -15.5312 | -33.6079 | 3.3609 | 3.3359| 1.5625 | -0.0194-0.0002j | -2.6424+0.0202j
2000 | -17.0358 | -238.9398 | 3.5338 | 3.3359| 1.5625 | -0.1699-0.0585j | -23.1756+0.2013j
