# step | beta_mu_ex_S.real | beta_mu_ex_P.real | beta_P.real | rho_A.real | rho_B.real | rho_P.real | -kTlog(Qs) | -kTlog(Qp)
20000 | 0.7876 | 60.3342 | 3.8386 | 1.6680| 1.6680 | 1.5625 | 94.0922+1.6579j | 6040.6022+81.2086j
21000 | 0.7649 | 59.4357 | 3.7568 | 1.6680| 1.6680 | 1.5625 | 91.8222-2.7487j | 5950.7581-166.9568j
22000 | 0.7876 | 59.7403 | 3.8183 | 1.6680| 1.6680 | 1.5625 | 94.0999-0.9000j | 5981.2112-50.4017j
23000 | 0.7725 | 58.2494 | 3.7214 | 1.6680| 1.6680 | 1.5625 | 92.5908-2.0150j | 5832.1269-118.3865j
24000 | 0.7612 | 58.1347 | 3.6945 | 1.6680| 1.6680 | 1.5625 | 91.4555-1.0003j | 5820.6554-62.3750j
25000 | 0.7781 | 60.3507 | 3.8195 | 1.6680| 1.6680 | 1.5625 | 93.1508-4.0434j | 6042.2542-243.0634j
26000 | 0.7769 | 59.4717 | 3.7851 | 1.6680| 1.6680 | 1.5625 | 93.0251+2.2948j | 5954.3558+136.6852j
27000 | 0.7718 | 58.0609 | 3.7041 | 1.6680| 1.6680 | 1.5625 | 92.5158-0.5216j | 5813.2709-25.7810j
28000 | 0.7750 | 59.0890 | 3.7605 | 1.6680| 1.6680 | 1.5625 | 92.8401+2.1282j | 5916.0859+146.1540j
29000 | 0.7689 | 58.5230 | 3.7194 | 1.6680| 1.6680 | 1.5625 | 92.2252-1.0720j | 5859.4866-68.4290j
30000 | 0.7823 | 59.4050 | 3.7879 | 1.6680| 1.6680 | 1.5625 | 93.5618-1.2267j | 5947.6824-71.3277j
31000 | 0.7839 | 59.1930 | 3.7851 | 1.6680| 1.6680 | 1.5625 | 93.7282-0.8718j | 5926.4802-71.5202j
32000 | 0.7806 | 58.7177 | 3.7556 | 1.6680| 1.6680 | 1.5625 | 93.3939+1.4006j | 5878.9507+85.7136j
33000 | 0.7701 | 58.5114 | 3.7332 | 1.6680| 1.6680 | 1.5625 | 92.3481+0.2535j | 5858.3219+17.2958j
34000 | 0.7850 | 58.8859 | 3.7684 | 1.6680| 1.6680 | 1.5625 | 93.8364-3.0183j | 5895.7758-191.4743j
35000 | 0.7702 | 58.4316 | 3.7286 | 1.6680| 1.6680 | 1.5625 | 92.3607-1.1682j | 5850.3477-81.0127j
36000 | 0.7774 | 59.0040 | 3.7624 | 1.6680| 1.6680 | 1.5625 | 93.0726+2.5279j | 5907.5831+161.0130j
37000 | 0.7772 | 58.8754 | 3.7587 | 1.6680| 1.6680 | 1.5625 | 93.0613-1.2855j | 5894.7202-83.7471j
38000 | 0.7785 | 59.2890 | 3.7819 | 1.6680| 1.6680 | 1.5625 | 93.1860+2.7726j | 5936.0859+180.5198j
39000 | 0.7762 | 59.5239 | 3.7824 | 1.6680| 1.6680 | 1.5625 | 92.9595-1.8327j | 5959.5764-96.1890j
40000 | 0.7739 | 58.7847 | 3.7452 | 1.6680| 1.6680 | 1.5625 | 92.7289-0.1590j | 5885.6555-10.8060j
41000 | 0.7726 | 58.5891 | 3.7362 | 1.6680| 1.6680 | 1.5625 | 92.5945+1.2232j | 5866.0930+63.1587j
42000 | 0.7876 | 59.5561 | 3.8007 | 1.6680| 1.6680 | 1.5625 | 94.0924-2.9965j | 5962.7935-202.7420j
43000 | 0.7872 | 59.8754 | 3.8167 | 1.6680| 1.6680 | 1.5625 | 94.0582+0.1510j | 5994.7202+23.5974j
44000 | 0.7580 | 57.5377 | 3.6651 | 1.6680| 1.6680 | 1.5625 | 91.1356-2.9153j | 5760.9512-194.2556j
45000 | 0.7614 | 58.4522 | 3.7113 | 1.6680| 1.6680 | 1.5625 | 91.4749+0.5346j | 5852.3997+51.3502j
46000 | 0.7735 | 59.6510 | 3.7791 | 1.6680| 1.6680 | 1.5625 | 92.6858+1.6396j | 5972.2852+104.9661j
47000 | 0.7744 | 58.7264 | 3.7460 | 1.6680| 1.6680 | 1.5625 | 92.7778-1.8267j | 5879.8274-122.3652j
48000 | 0.7636 | 59.2416 | 3.7471 | 1.6680| 1.6680 | 1.5625 | 91.6939-0.5449j | 5931.3420-52.9594j
49000 | 0.7722 | 58.8121 | 3.7448 | 1.6680| 1.6680 | 1.5625 | 92.5573-3.0715j | 5888.3984-196.7563j
50000 | 0.7790 | 60.6070 | 3.8371 | 1.6680| 1.6680 | 1.5625 | 93.2376-0.3954j | 6067.8830-13.2242j
51000 | 0.7782 | 58.6534 | 3.7480 | 1.6680| 1.6680 | 1.5625 | 93.1588-0.3596j | 5872.5229-21.8901j
52000 | 0.7531 | 57.8551 | 3.6689 | 1.6680| 1.6680 | 1.5625 | 90.6477-0.6319j | 5792.6958-36.6096j
53000 | 0.7901 | 58.3436 | 3.7594 | 1.6680| 1.6680 | 1.5625 | 94.3502+3.5795j | 5841.5453+214.7884j
54000 | 0.7752 | 60.2422 | 3.8104 | 1.6680| 1.6680 | 1.5625 | 92.8537+0.0763j | 6031.3986+2.6901j
55000 | 0.7784 | 58.8446 | 3.7562 | 1.6680| 1.6680 | 1.5625 | 93.1770+0.4203j | 5891.6459+2.9559j
56000 | 0.7789 | 59.7821 | 3.7988 | 1.6680| 1.6680 | 1.5625 | 93.2305-0.7821j | 5985.3943-38.1579j
57000 | 0.7708 | 59.4274 | 3.7679 | 1.6680| 1.6680 | 1.5625 | 92.4195+2.0718j | 5949.9190+123.2066j
58000 | 0.7655 | 59.7160 | 3.7791 | 1.6680| 1.6680 | 1.5625 | 91.8834-0.2644j | 5978.7818+6.7777j
59000 | 0.7830 | 60.0101 | 3.8218 | 1.6680| 1.6680 | 1.5625 | 93.6404+1.0399j | 6008.1912+52.8160j
60000 | 0.7802 | 59.5564 | 3.7844 | 1.6680| 1.6680 | 1.5625 | 93.3576+0.7539j | 5962.8209+61.8122j
61000 | 0.7631 | 60.8767 | 3.8229 | 1.6680| 1.6680 | 1.5625 | 91.6485+0.5278j | 6094.8546+36.5891j
62000 | 0.7918 | 59.6902 | 3.8260 | 1.6680| 1.6680 | 1.5625 | 94.5140-1.8799j | 5976.2054-118.0082j
63000 | 0.7634 | 59.0888 | 3.7404 | 1.6680| 1.6680 | 1.5625 | 91.6732+0.4334j | 5916.0666+33.7471j
64000 | 0.7768 | 59.2248 | 3.7747 | 1.6680| 1.6680 | 1.5625 | 93.0215-0.0862j | 5929.6653-0.4722j
65000 | 0.7656 | 59.5314 | 3.7665 | 1.6680| 1.6680 | 1.5625 | 91.9009-1.4214j | 5960.3235-92.3373j
66000 | 0.7782 | 59.1736 | 3.7693 | 1.6680| 1.6680 | 1.5625 | 93.1593+0.5694j | 5924.5418+31.2326j
67000 | 0.7734 | 58.1714 | 3.7201 | 1.6680| 1.6680 | 1.5625 | 92.6816+0.5217j | 5824.3235+38.0903j
68000 | 0.7812 | 60.0833 | 3.8118 | 1.6680| 1.6680 | 1.5625 | 93.4606+2.1386j | 6015.5135+164.9141j
69000 | 0.7797 | 58.5327 | 3.7451 | 1.6680| 1.6680 | 1.5625 | 93.3106-2.5476j | 5860.4498-147.3403j
70000 | 0.7917 | 58.5940 | 3.7691 | 1.6680| 1.6680 | 1.5625 | 94.5046-3.3621j | 5866.5878-197.3869j
71000 | 0.7770 | 58.5464 | 3.7366 | 1.6680| 1.6680 | 1.5625 | 93.0343+0.8155j | 5861.8210+51.5534j
72000 | 0.7640 | 58.8794 | 3.7400 | 1.6680| 1.6680 | 1.5625 | 91.7362-1.8527j | 5895.1253-106.6666j
73000 | 0.7640 | 59.0380 | 3.7329 | 1.6680| 1.6680 | 1.5625 | 91.7330+2.5101j | 5910.9849+139.2665j
74000 | 0.7722 | 59.4700 | 3.7748 | 1.6680| 1.6680 | 1.5625 | 92.5521+1.7899j | 5954.1874+147.0185j
75000 | 0.7804 | 59.9697 | 3.8055 | 1.6680| 1.6680 | 1.5625 | 93.3726+0.2048j | 6004.1559+4.7241j
76000 | 0.7687 | 58.1184 | 3.7110 | 1.6680| 1.6680 | 1.5625 | 92.2057-0.8631j | 5819.0284-59.7581j
77000 | 0.7760 | 58.4738 | 3.7322 | 1.6680| 1.6680 | 1.5625 | 92.9344+1.6398j | 5854.5638+93.6617j
78000 | 0.7704 | 58.5193 | 3.7183 | 1.6680| 1.6680 | 1.5625 | 92.3784+0.0442j | 5859.1133-1.4735j
79000 | 0.7732 | 59.2091 | 3.7580 | 1.6680| 1.6680 | 1.5625 | 92.6542-1.4017j | 5928.0919-71.3094j
80000 | 0.7773 | 59.8498 | 3.7940 | 1.6680| 1.6680 | 1.5625 | 93.0655+0.1984j | 5992.1605+14.6082j
81000 | 0.7899 | 59.5533 | 3.8070 | 1.6680| 1.6680 | 1.5625 | 94.3221-0.1366j | 5962.5177-25.9909j
82000 | 0.7833 | 59.3474 | 3.7839 | 1.6680| 1.6680 | 1.5625 | 93.6714+0.0942j | 5941.9224+14.3988j
83000 | 0.7673 | 59.5222 | 3.7672 | 1.6680| 1.6680 | 1.5625 | 92.0687-1.1613j | 5959.4077-80.8461j
84000 | 0.7706 | 59.6379 | 3.7801 | 1.6680| 1.6680 | 1.5625 | 92.4006+1.8815j | 5970.9692+86.1648j
85000 | 0.7616 | 60.1636 | 3.7796 | 1.6680| 1.6680 | 1.5625 | 91.4943-0.2227j | 6023.5452-13.3996j
86000 | 0.7689 | 58.8289 | 3.7408 | 1.6680| 1.6680 | 1.5625 | 92.2229-2.2679j | 5890.0729-127.7214j
87000 | 0.7807 | 59.4815 | 3.7874 | 1.6680| 1.6680 | 1.5625 | 93.4041-0.8921j | 5955.3300-44.4842j
88000 | 0.7655 | 59.0547 | 3.7485 | 1.6680| 1.6680 | 1.5625 | 91.8906+0.9679j | 5912.6571+39.3133j
89000 | 0.7748 | 59.7215 | 3.7911 | 1.6680| 1.6680 | 1.5625 | 92.8197-0.5645j | 5979.3327-41.8869j
90000 | 0.7721 | 58.5178 | 3.7355 | 1.6680| 1.6680 | 1.5625 | 92.5451-0.4087j | 5858.9592-22.7841j
91000 | 0.7688 | 58.7596 | 3.7394 | 1.6680| 1.6680 | 1.5625 | 92.2214-0.4135j | 5883.1449-35.8604j
92000 | 0.7788 | 59.8536 | 3.8020 | 1.6680| 1.6680 | 1.5625 | 93.2189-1.5417j | 5992.5427-98.3375j
93000 | 0.7804 | 59.0056 | 3.7686 | 1.6680| 1.6680 | 1.5625 | 93.3793-1.9834j | 5907.7449-130.9041j
94000 | 0.7900 | 59.7666 | 3.8123 | 1.6680| 1.6680 | 1.5625 | 94.3415+2.0694j | 5983.8404+134.2415j
95000 | 0.7590 | 57.8385 | 3.6842 | 1.6680| 1.6680 | 1.5625 | 91.2328-1.8580j | 5791.0315-123.2528j
96000 | 0.7777 | 58.5773 | 3.7547 | 1.6680| 1.6680 | 1.5625 | 93.1100+1.2618j | 5864.9165+72.3839j
97000 | 0.7752 | 59.6946 | 3.7896 | 1.6680| 1.6680 | 1.5625 | 92.8579-0.2602j | 5976.6422-21.2138j
98000 | 0.7768 | 59.7517 | 3.7987 | 1.6680| 1.6680 | 1.5625 | 93.0169-0.7145j | 5982.3576-30.4939j
99000 | 0.7735 | 59.0819 | 3.7479 | 1.6680| 1.6680 | 1.5625 | 92.6896-2.2995j | 5915.3774-142.1750j
100000 | 0.7737 | 58.5508 | 3.7365 | 1.6680| 1.6680 | 1.5625 | 92.7026+0.9552j | 5862.2616+42.4872j
