# step beta_mu_ex.real beta_P.real rho.real -kTlog(Q)
40000 -57.66 0.00 0.01 1.42+0.22j
41000 -57.61 -0.00 -0.00 1.42+0.02j
42000 -58.97 0.00 0.00 1.29+0.25j
43000 -61.00 -0.00 0.01 1.08+0.05j
44000 -67.50 0.00 0.01 0.43+0.24j
45000 -73.01 -0.00 0.01 -0.12+0.31j
46000 -72.16 0.00 -0.01 -0.03-0.19j
47000 -69.82 -0.00 -0.00 0.20+0.31j
48000 -78.42 -0.00 0.03 -0.66+0.08j
49000 -50.09 -0.00 -0.01 2.17-0.13j
50000 -57.18 -0.00 -0.00 1.47-0.29j
51000 -61.91 0.00 0.00 0.99+0.06j
52000 -65.40 0.00 0.01 0.64+0.31j
53000 -66.61 0.00 0.00 0.52+0.17j
54000 -61.30 0.01 0.01 1.05+0.11j
55000 -62.21 0.01 0.03 0.96-0.31j
56000 -51.77 0.02 0.02 2.01+0.18j
57000 -54.27 -0.00 0.01 1.76+0.21j
58000 -48.71 -0.01 -0.00 2.31-0.00j
59000 -59.79 0.03 0.05 1.20+0.14j
60000 -51.30 -0.00 -0.01 2.05+0.04j
61000 -52.16 -0.01 0.01 1.97-0.23j
62000 -51.73 -0.00 0.00 2.01-0.01j
63000 -53.06 0.00 -0.00 1.88-0.18j
64000 -55.23 0.00 -0.01 1.66+0.29j
65000 -53.42 0.00 0.01 1.84+0.09j
66000 -54.04 -0.00 -0.00 1.78-0.06j
67000 -54.39 0.00 0.01 1.74+0.10j
68000 -61.56 -0.01 0.00 1.03-0.22j
69000 -56.45 -0.00 0.01 1.54-0.18j
70000 -61.32 -0.00 0.01 1.05+0.16j
71000 -60.42 0.00 -0.00 1.14+0.25j
72000 -59.12 0.00 0.01 1.27+0.18j
73000 -60.04 0.00 -0.02 1.18-0.31j
74000 -70.92 0.01 -0.02 0.09-0.30j
75000 -83.74 -0.01 -0.01 -1.19-0.03j
76000 -85.49 -0.00 -0.01 -1.37+0.22j
77000 -86.42 0.01 0.00 -1.46-0.26j
78000 -96.84 0.00 -0.00 -2.50+0.14j
79000 -99.83 0.00 0.01 -2.80+0.16j
80000 -95.47 -0.00 0.01 -2.36+0.04j
81000 -89.15 0.02 -0.01 -1.73+0.21j
82000 -92.74 0.04 -0.02 -2.09+0.18j
83000 -50.49 -0.01 0.04 2.13-0.02j
84000 -44.74 -0.00 0.02 2.71-0.13j
85000 -53.83 0.00 -0.01 1.80-0.26j
86000 -63.08 -0.00 0.01 0.88+0.19j
87000 -69.57 -0.00 0.01 0.23+0.03j
88000 -46.10 -0.00 0.01 2.57-0.29j
89000 -44.73 -0.00 -0.00 2.71+0.20j
90000 -53.11 -0.00 -0.00 1.87-0.30j
91000 -57.56 -0.00 0.00 1.43+0.02j
92000 -58.99 0.00 0.00 1.28-0.03j
93000 -57.24 0.00 0.00 1.46-0.03j
94000 -57.77 -0.00 0.00 1.41+0.08j
95000 -63.14 0.00 -0.00 0.87-0.22j
96000 -66.45 -0.01 0.01 0.54-0.11j
97000 -65.41 -0.00 -0.00 0.64+0.25j
98000 -65.43 -0.00 -0.00 0.64+0.30j
99000 -72.76 -0.00 0.01 -0.09+0.01j
100000 -69.49 -0.01 -0.01 0.23-0.22j
101000 -74.84 0.01 0.00 -0.30-0.07j
102000 -73.68 0.01 0.01 -0.18-0.19j
103000 -81.97 0.00 0.00 -1.01+0.26j
104000 -92.49 0.01 0.00 -2.07+0.07j
105000 -94.12 -0.00 -0.01 -2.23-0.05j
106000 -104.43 -0.01 -0.02 -3.26+0.00j
107000 -89.64 0.00 0.00 -1.78+0.10j
108000 -38.25 -0.01 0.08 3.36-0.30j
109000 -38.12 0.03 0.09 3.37+0.09j
110000 -35.30 -0.00 0.05 3.65-0.15j
111000 -32.45 -0.00 0.00 3.94-0.03j
112000 -29.68 0.01 0.03 4.22+0.02j
113000 -26.12 -0.01 0.06 4.57-0.01j
114000 -32.74 0.02 0.01 3.91-0.27j
115000 -31.06 -0.00 -0.00 4.08-0.28j
116000 -34.42 0.01 0.01 3.74-0.07j
117000 -37.02 0.03 0.00 3.48+0.30j
118000 -39.23 -0.00 0.01 3.26-0.08j
119000 -36.98 0.00 0.00 3.49-0.17j
120000 -41.34 0.01 0.01 3.05-0.26j
121000 -44.30 -0.00 -0.00 2.75-0.03j
122000 -43.45 0.01 -0.00 2.84+0.20j
123000 -38.67 -0.01 -0.00 3.32-0.28j
124000 -37.70 0.00 0.01 3.41-0.11j
125000 -35.60 0.00 0.00 3.62+0.12j
126000 -43.10 0.01 0.01 2.87-0.08j
127000 -44.78 0.01 0.00 2.71-0.23j
128000 -50.70 -0.00 0.01 2.11-0.16j
129000 -45.21 -0.00 -0.00 2.66-0.21j
130000 -45.53 -0.00 -0.00 2.63-0.09j
131000 -32.68 0.00 0.07 3.92+0.02j
132000 -47.02 0.00 0.01 2.48-0.30j
133000 -53.74 -0.00 0.00 1.81+0.18j
134000 -54.18 -0.01 -0.00 1.77-0.04j
135000 -62.00 0.00 0.00 0.98+0.12j
136000 -56.29 0.01 -0.01 1.55+0.16j
137000 -57.07 0.00 -0.01 1.48-0.30j
138000 -40.82 -0.00 0.07 3.10+0.23j
139000 -42.19 -0.00 -0.00 2.96-0.17j
140000 -42.85 0.00 0.00 2.90+0.24j
141000 -48.49 0.00 0.02 2.33-0.13j
142000 -48.59 0.00 0.00 2.32+0.26j
143000 -44.52 -0.00 0.01 2.73+0.04j
144000 -43.11 -0.00 0.01 2.87+0.25j
145000 -35.53 0.00 0.00 3.63-0.26j
146000 -39.42 0.00 0.00 3.24-0.17j
147000 -39.63 -0.00 0.01 3.22+0.06j
148000 -39.75 0.01 -0.00 3.21-0.10j
149000 -44.75 0.00 -0.00 2.71+0.15j
150000 -43.17 0.00 -0.01 2.87-0.05j
151000 -46.31 -0.00 -0.00 2.55+0.02j
152000 -46.72 0.00 0.00 2.51-0.21j
153000 -50.43 0.00 -0.00 2.14+0.20j
154000 -54.72 0.00 0.00 1.71-0.05j
155000 -56.18 0.00 0.00 1.57+0.09j
156000 -59.06 0.00 0.01 1.28-0.02j
157000 -54.35 0.01 -0.00 1.75-0.22j
158000 -50.99 -0.00 0.01 2.08-0.04j
159000 -50.01 0.01 0.01 2.18-0.23j
160000 -34.57 -0.00 0.02 3.73-0.05j
161000 -36.86 -0.00 0.00 3.50+0.26j
162000 -35.19 0.00 0.02 3.66-0.09j
163000 -33.93 -0.00 0.01 3.79-0.15j
164000 -42.87 -0.00 0.00 2.90-0.19j
165000 -58.23 0.01 -0.00 1.36-0.10j
166000 -57.71 -0.00 0.01 1.41+0.05j
167000 -68.41 -0.00 -0.00 0.34+0.04j
168000 -62.28 0.00 -0.02 0.96+0.03j
169000 -52.94 0.01 0.01 1.89+0.25j
170000 -44.68 -0.00 -0.01 2.72+0.01j
171000 -47.53 0.01 0.00 2.43+0.31j
172000 -46.95 -0.00 0.00 2.49+0.06j
173000 -50.21 0.02 0.01 2.16+0.07j
174000 -47.28 0.02 0.00 2.46+0.28j
175000 -43.41 0.00 -0.00 2.84-0.23j
176000 -37.90 -0.05 -0.01 3.39+0.01j
177000 -36.04 0.00 0.03 3.58+0.09j
178000 -33.08 0.00 0.03 3.88-0.19j
179000 -43.32 -0.00 -0.01 2.85+0.28j
180000 -42.53 -0.00 0.01 2.93-0.28j
181000 -46.01 0.00 0.00 2.58+0.10j
182000 -47.72 0.00 -0.00 2.41+0.30j
183000 -45.48 0.00 -0.00 2.64-0.23j
184000 -44.59 0.00 -0.00 2.72+0.31j
185000 -46.24 0.00 -0.00 2.56+0.07j
186000 -51.45 -0.00 -0.00 2.04-0.02j
187000 -52.85 -0.00 -0.00 1.90-0.12j
188000 -54.91 0.01 0.00 1.69-0.01j
189000 -54.32 -0.00 0.00 1.75-0.23j
190000 -54.95 -0.00 0.00 1.69-0.08j
191000 -54.95 0.00 -0.00 1.69+0.02j
192000 -52.23 0.00 0.00 1.96-0.30j
193000 -52.96 -0.01 -0.00 1.89+0.30j
194000 -54.37 -0.00 0.00 1.75+0.09j
195000 -57.29 0.00 -0.00 1.45+0.23j
196000 -56.04 -0.01 0.01 1.58+0.29j
197000 -57.17 -0.00 0.01 1.47-0.30j
198000 -63.83 0.01 0.00 0.80+0.03j
199000 -58.66 -0.01 -0.00 1.32+0.25j
