# step | beta_mu_ex_S.real | beta_mu_ex_P.real | beta_P.real | rho_A.real | rho_P.real | -kTlog(Qa) | -kTlog(Qp)
55000 | -0.2180 | -38.9898 | 4.8832 | 4.8828| 0.0156 | 0.0647+0.1206j | -389.8908-7.6804j
56000 | -0.2192 | -39.1986 | 4.8832 | 4.8828| 0.0156 | 0.0525+0.2669j | -391.9786-17.7479j
57000 | -0.2358 | -40.1155 | 4.8832 | 4.8828| 0.0156 | -0.1129+0.3357j | -401.1478-21.1104j
58000 | -0.2175 | -38.9622 | 4.8832 | 4.8828| 0.0156 | 0.0695-0.0686j | -389.6149+4.5512j
59000 | -0.2172 | -38.7685 | 4.8832 | 4.8828| 0.0156 | 0.0725+0.1138j | -387.6782-7.6711j
60000 | -0.2227 | -39.2855 | 4.8832 | 4.8828| 0.0156 | 0.0176+0.1417j | -392.8477-8.0171j
61000 | -0.2317 | -39.7129 | 4.8832 | 4.8828| 0.0156 | -0.0726+0.0478j | -397.1214-3.6450j
62000 | -0.2183 | -38.9443 | 4.8832 | 4.8828| 0.0156 | 0.0618+0.0828j | -389.4354-5.4071j
63000 | -0.2212 | -39.0076 | 4.8832 | 4.8828| 0.0156 | 0.0330+0.1052j | -390.0693-6.2730j
64000 | -0.2184 | -39.0467 | 4.8832 | 4.8828| 0.0156 | 0.0613+0.0822j | -390.4600-4.1199j
65000 | -0.2101 | -38.3783 | 4.8832 | 4.8828| 0.0156 | 0.1441-0.0039j | -383.7757+1.3639j
66000 | -0.2196 | -39.0099 | 4.8832 | 4.8828| 0.0156 | 0.0492+0.1262j | -390.0919-7.7892j
67000 | -0.2363 | -40.1755 | 4.8832 | 4.8828| 0.0156 | -0.1184+0.0307j | -401.7476-2.4028j
68000 | -0.2396 | -40.3266 | 4.8832 | 4.8828| 0.0156 | -0.1508-0.2656j | -403.2590+17.0093j
69000 | -0.2350 | -39.9530 | 4.8832 | 4.8828| 0.0156 | -0.1056-0.2867j | -399.5233+17.9717j
70000 | -0.2201 | -38.8807 | 4.8831 | 4.8828| 0.0156 | 0.0441+0.1330j | -388.8000-7.9931j
71000 | -0.2313 | -39.7154 | 4.8832 | 4.8828| 0.0156 | -0.0685+0.1128j | -397.1468-6.8542j
72000 | -0.2075 | -38.0783 | 4.8831 | 4.8828| 0.0156 | 0.1702+0.0021j | -380.7761+0.2792j
73000 | -0.2249 | -39.3521 | 4.8832 | 4.8828| 0.0156 | -0.0044-0.0444j | -393.5142+2.8149j
74000 | -0.2126 | -38.5469 | 4.8832 | 4.8828| 0.0156 | 0.1189+0.0010j | -385.4623-1.3638j
75000 | -0.2343 | -39.9704 | 4.8832 | 4.8828| 0.0156 | -0.0985-0.0799j | -399.6967+3.7852j
76000 | -0.2211 | -39.1746 | 4.8832 | 4.8828| 0.0156 | 0.0340-0.1398j | -391.7392+8.7093j
77000 | -0.2085 | -38.1940 | 4.8832 | 4.8828| 0.0156 | 0.1597-0.2603j | -381.9333+15.7574j
78000 | -0.2289 | -39.7199 | 4.8832 | 4.8828| 0.0156 | -0.0438-0.1402j | -397.1918+7.7654j
79000 | -0.2373 | -40.3993 | 4.8832 | 4.8828| 0.0156 | -0.1284-0.1421j | -403.9862+8.9021j
80000 | -0.2259 | -39.5747 | 4.8832 | 4.8828| 0.0156 | -0.0140-0.0028j | -395.7401+0.5625j
81000 | -0.2350 | -40.0067 | 4.8832 | 4.8828| 0.0156 | -0.1053-0.0179j | -400.0596+2.1575j
82000 | -0.2484 | -40.8474 | 4.8832 | 4.8828| 0.0156 | -0.2390-0.1252j | -408.4665+9.5986j
83000 | -0.2430 | -40.4157 | 4.8832 | 4.8828| 0.0156 | -0.1854+0.1511j | -404.1494-8.8959j
84000 | -0.2414 | -40.3028 | 4.8831 | 4.8828| 0.0156 | -0.1688-0.1284j | -403.0205+7.5008j
85000 | -0.2327 | -39.7508 | 4.8832 | 4.8828| 0.0156 | -0.0823-0.2135j | -397.5011+13.3047j
86000 | -0.2143 | -38.5547 | 4.8831 | 4.8828| 0.0156 | 0.1018-0.0078j | -385.5400+1.1705j
87000 | -0.2311 | -39.5857 | 4.8832 | 4.8828| 0.0156 | -0.0657-0.0990j | -395.8495+6.8044j
88000 | -0.2310 | -39.7549 | 4.8832 | 4.8828| 0.0156 | -0.0655+0.0918j | -397.5418-7.3308j
89000 | -0.2341 | -40.0326 | 4.8832 | 4.8828| 0.0156 | -0.0962+0.0913j | -400.3192-5.3311j
90000 | -0.2428 | -40.5914 | 4.8832 | 4.8828| 0.0156 | -0.1833+0.0579j | -405.9070-3.5517j
91000 | -0.2402 | -40.4428 | 4.8832 | 4.8828| 0.0156 | -0.1573+0.0437j | -404.4205-2.5171j
92000 | -0.2109 | -38.5191 | 4.8832 | 4.8828| 0.0156 | 0.1358+0.0727j | -385.1834-4.9462j
93000 | -0.2387 | -40.3115 | 4.8832 | 4.8828| 0.0156 | -0.1420+0.0252j | -403.1075-1.9796j
94000 | -0.2408 | -40.5192 | 4.8832 | 4.8828| 0.0156 | -0.1630+0.1158j | -405.1845-9.2040j
95000 | -0.2269 | -39.4830 | 4.8832 | 4.8828| 0.0156 | -0.0237-0.0009j | -394.8227+0.2400j
96000 | -0.2239 | -39.2950 | 4.8832 | 4.8828| 0.0156 | 0.0055-0.0472j | -392.9425+2.6162j
97000 | -0.2208 | -39.0555 | 4.8832 | 4.8828| 0.0156 | 0.0372+0.0200j | -390.5474-1.9751j
98000 | -0.2213 | -39.2433 | 4.8832 | 4.8828| 0.0156 | 0.0316-0.1727j | -392.4261+10.8985j
99000 | -0.2202 | -39.1702 | 4.8832 | 4.8828| 0.0156 | 0.0427-0.0466j | -391.6944+2.6744j
100000 | -0.2163 | -38.7254 | 4.8832 | 4.8828| 0.0156 | 0.0823-0.0561j | -387.2468+4.8319j
