# step | beta_mu_ex_S.real | beta_mu_ex_P.real | beta_P.real | rho_A.real | rho_B.real | rho_P.real | -kTlog(Qs) | -kTlog(Qp)
29000 | -1.1380 | 25.7474 | 2.3545 | 1.6680| 1.6680 | 1.5625 | 3.9564+0.2138j | 264.6577+11.8156j
30000 | -1.1374 | 25.8676 | 2.3551 | 1.6680| 1.6680 | 1.5625 | 3.9630+0.2451j | 265.8594+13.6867j
31000 | -1.1346 | 24.8634 | 2.3445 | 1.6680| 1.6680 | 1.5625 | 3.9911+0.0264j | 255.8175+1.7653j
32000 | -1.1513 | 24.5187 | 2.3260 | 1.6680| 1.6680 | 1.5625 | 3.8242+0.0987j | 252.3702+6.5786j
33000 | -1.1597 | 25.7299 | 2.3378 | 1.6680| 1.6680 | 1.5625 | 3.7395+0.2462j | 264.4821+15.8073j
34000 | -1.1457 | 25.4242 | 2.3432 | 1.6680| 1.6680 | 1.5625 | 3.8796+0.0025j | 261.4255+0.8160j
35000 | -1.1463 | 25.9003 | 2.3488 | 1.6680| 1.6680 | 1.5625 | 3.8736-0.0816j | 266.1868-4.2484j
36000 | -1.1294 | 25.7487 | 2.3596 | 1.6680| 1.6680 | 1.5625 | 4.0424-0.0746j | 264.6709-3.3444j
37000 | -1.1329 | 25.2972 | 2.3531 | 1.6680| 1.6680 | 1.5625 | 4.0075-0.1003j | 260.1556-3.9553j
38000 | -1.1404 | 25.7151 | 2.3535 | 1.6680| 1.6680 | 1.5625 | 3.9326-0.0879j | 264.3349-5.5047j
39000 | -1.1355 | 25.0968 | 2.3486 | 1.6680| 1.6680 | 1.5625 | 3.9818-0.0220j | 258.1513-1.9143j
40000 | -1.1512 | 24.6814 | 2.3284 | 1.6680| 1.6680 | 1.5625 | 3.8244-0.1642j | 253.9972-10.9940j
41000 | -1.1464 | 25.7233 | 2.3460 | 1.6680| 1.6680 | 1.5625 | 3.8723+0.1067j | 264.4163+6.3058j
42000 | -1.1491 | 25.6375 | 2.3427 | 1.6680| 1.6680 | 1.5625 | 3.8456+0.0679j | 263.5586+4.3221j
43000 | -1.1403 | 25.4783 | 2.3520 | 1.6680| 1.6680 | 1.5625 | 3.9339-0.0328j | 261.9668-2.6719j
44000 | -1.1286 | 25.5099 | 2.3564 | 1.6680| 1.6680 | 1.5625 | 4.0510+0.2056j | 262.2822+11.8921j
45000 | -1.1511 | 25.4701 | 2.3420 | 1.6680| 1.6680 | 1.5625 | 3.8254+0.2877j | 261.8846+17.7590j
46000 | -1.1455 | 26.4766 | 2.3547 | 1.6680| 1.6680 | 1.5625 | 3.8818+0.3744j | 271.9492+25.1622j
47000 | -1.1259 | 24.5795 | 2.3489 | 1.6680| 1.6680 | 1.5625 | 4.0773+0.3873j | 252.9789+23.6415j
48000 | -1.1405 | 26.0421 | 2.3583 | 1.6680| 1.6680 | 1.5625 | 3.9320+0.2581j | 267.6050+14.6272j
49000 | -1.1397 | 26.5505 | 2.3635 | 1.6680| 1.6680 | 1.5625 | 3.9400+0.0826j | 272.6890+4.6198j
50000 | -1.1483 | 26.1724 | 2.3525 | 1.6680| 1.6680 | 1.5625 | 3.8539+0.1630j | 268.9072+10.8692j
51000 | -1.1464 | 26.0883 | 2.3512 | 1.6680| 1.6680 | 1.5625 | 3.8725-0.1166j | 268.0670-6.2443j
52000 | -1.1368 | 26.0893 | 2.3579 | 1.6680| 1.6680 | 1.5625 | 3.9685+0.1102j | 268.0760+10.3188j
53000 | -1.1429 | 26.2691 | 2.3580 | 1.6680| 1.6680 | 1.5625 | 3.9074-0.1292j | 269.8747-7.5027j
54000 | -1.1534 | 25.9005 | 2.3447 | 1.6680| 1.6680 | 1.5625 | 3.8028-0.0856j | 266.1889-6.0943j
55000 | -1.1411 | 25.1036 | 2.3458 | 1.6680| 1.6680 | 1.5625 | 3.9261+0.1073j | 258.2191+4.8001j
56000 | -1.1461 | 25.0224 | 2.3376 | 1.6680| 1.6680 | 1.5625 | 3.8757+0.2302j | 257.4075+12.8509j
57000 | -1.1489 | 26.5638 | 2.3527 | 1.6680| 1.6680 | 1.5625 | 3.8481+0.0852j | 272.8216+6.7340j
58000 | -1.1452 | 22.9838 | 2.3173 | 1.6680| 1.6680 | 1.5625 | 3.8849+0.1384j | 237.0210+11.6055j
59000 | -1.1506 | 24.6648 | 2.3320 | 1.6680| 1.6680 | 1.5625 | 3.8306-0.0026j | 253.8312+2.5405j
60000 | -1.1530 | 25.1829 | 2.3367 | 1.6680| 1.6680 | 1.5625 | 3.8069-0.0984j | 259.0123-3.9101j
61000 | -1.1490 | 24.9627 | 2.3352 | 1.6680| 1.6680 | 1.5625 | 3.8472+0.1188j | 256.8107+7.4031j
62000 | -1.1497 | 25.4958 | 2.3384 | 1.6680| 1.6680 | 1.5625 | 3.8394-0.1757j | 262.1410-11.5603j
63000 | -1.1405 | 25.8143 | 2.3530 | 1.6680| 1.6680 | 1.5625 | 3.9319-0.1046j | 265.3268-7.5908j
64000 | -1.1382 | 25.1869 | 2.3458 | 1.6680| 1.6680 | 1.5625 | 3.9552-0.1750j | 259.0521-10.4389j
65000 | -1.1518 | 25.6629 | 2.3434 | 1.6680| 1.6680 | 1.5625 | 3.8184-0.2150j | 263.8121-12.4505j
66000 | -1.1446 | 24.8652 | 2.3393 | 1.6680| 1.6680 | 1.5625 | 3.8904-0.2294j | 255.8355-15.5740j
67000 | -1.1475 | 25.3549 | 2.3426 | 1.6680| 1.6680 | 1.5625 | 3.8613-0.1821j | 260.7329-12.4345j
68000 | -1.1398 | 25.4065 | 2.3468 | 1.6680| 1.6680 | 1.5625 | 3.9386-0.0551j | 261.2481-3.4179j
69000 | -1.1509 | 25.6417 | 2.3400 | 1.6680| 1.6680 | 1.5625 | 3.8281-0.2000j | 263.6003-12.6541j
70000 | -1.1506 | 24.6693 | 2.3316 | 1.6680| 1.6680 | 1.5625 | 3.8304-0.2730j | 253.8765-18.2851j
71000 | -1.1519 | 24.9240 | 2.3341 | 1.6680| 1.6680 | 1.5625 | 3.8176-0.1781j | 256.4232-12.3442j
72000 | -1.1420 | 24.3289 | 2.3333 | 1.6680| 1.6680 | 1.5625 | 3.9168-0.1835j | 250.4728-10.8918j
73000 | -1.1512 | 24.8185 | 2.3348 | 1.6680| 1.6680 | 1.5625 | 3.8246-0.2500j | 255.3686-13.8597j
74000 | -1.1512 | 24.7742 | 2.3333 | 1.6680| 1.6680 | 1.5625 | 3.8250+0.0123j | 254.9252+2.3530j
75000 | -1.1279 | 25.5378 | 2.3612 | 1.6680| 1.6680 | 1.5625 | 4.0581+0.0645j | 262.5612+3.3883j
76000 | -1.1356 | 25.1140 | 2.3488 | 1.6680| 1.6680 | 1.5625 | 3.9808+0.1088j | 258.3236+6.9764j
77000 | -1.1370 | 24.8152 | 2.3457 | 1.6680| 1.6680 | 1.5625 | 3.9670+0.0639j | 255.3351+5.7768j
78000 | -1.1395 | 25.9497 | 2.3553 | 1.6680| 1.6680 | 1.5625 | 3.9416-0.0427j | 266.6809-1.0962j
79000 | -1.1251 | 26.2942 | 2.3711 | 1.6680| 1.6680 | 1.5625 | 4.0858-0.0448j | 270.1259-1.5625j
80000 | -1.1586 | 25.5364 | 2.3346 | 1.6680| 1.6680 | 1.5625 | 3.7505-0.2251j | 262.5473-14.0439j
81000 | -1.1473 | 25.6086 | 2.3468 | 1.6680| 1.6680 | 1.5625 | 3.8640-0.0645j | 263.2691-5.1584j
82000 | -1.1509 | 25.5357 | 2.3433 | 1.6680| 1.6680 | 1.5625 | 3.8277-0.2258j | 262.5406-13.5952j
83000 | -1.1506 | 25.8588 | 2.3456 | 1.6680| 1.6680 | 1.5625 | 3.8312-0.2790j | 265.7717-16.2260j
84000 | -1.1424 | 24.7705 | 2.3436 | 1.6680| 1.6680 | 1.5625 | 3.9131+0.0192j | 254.8887+0.7603j
85000 | -1.1359 | 25.7180 | 2.3547 | 1.6680| 1.6680 | 1.5625 | 3.9782-0.0649j | 264.3638-4.9298j
86000 | -1.1445 | 25.5722 | 2.3483 | 1.6680| 1.6680 | 1.5625 | 3.8920-0.1292j | 262.9050-6.6626j
87000 | -1.1392 | 26.3793 | 2.3598 | 1.6680| 1.6680 | 1.5625 | 3.9448-0.1248j | 270.9767-6.4509j
88000 | -1.1411 | 26.5939 | 2.3620 | 1.6680| 1.6680 | 1.5625 | 3.9254-0.0271j | 273.1227-2.3633j
89000 | -1.1511 | 26.4623 | 2.3529 | 1.6680| 1.6680 | 1.5625 | 3.8258-0.1162j | 271.8068-6.3132j
90000 | -1.1275 | 25.7949 | 2.3664 | 1.6680| 1.6680 | 1.5625 | 4.0622-0.0187j | 265.1324-2.5088j
91000 | -1.1562 | 24.8722 | 2.3284 | 1.6680| 1.6680 | 1.5625 | 3.7744+0.1243j | 255.9050+9.6121j
92000 | -1.1282 | 25.7009 | 2.3612 | 1.6680| 1.6680 | 1.5625 | 4.0544+0.1828j | 264.1929+10.1080j
93000 | -1.1319 | 26.8114 | 2.3705 | 1.6680| 1.6680 | 1.5625 | 4.0180+0.1518j | 275.2973+8.9897j
94000 | -1.1417 | 25.7674 | 2.3529 | 1.6680| 1.6680 | 1.5625 | 3.9198+0.1172j | 264.8578+7.2159j
95000 | -1.1436 | 25.7281 | 2.3479 | 1.6680| 1.6680 | 1.5625 | 3.9006+0.1042j | 264.4644+5.4298j
96000 | -1.1573 | 26.0149 | 2.3401 | 1.6680| 1.6680 | 1.5625 | 3.7637+0.2495j | 267.3321+15.1171j
97000 | -1.1500 | 25.9938 | 2.3461 | 1.6680| 1.6680 | 1.5625 | 3.8371+0.0384j | 267.1211+0.4730j
98000 | -1.1510 | 26.4210 | 2.3528 | 1.6680| 1.6680 | 1.5625 | 3.8263-0.3511j | 271.3933-21.8141j
99000 | -1.1410 | 25.2325 | 2.3462 | 1.6680| 1.6680 | 1.5625 | 3.9272+0.0442j | 259.5089+3.3668j
100000 | -1.1395 | 26.1794 | 2.3601 | 1.6680| 1.6680 | 1.5625 | 3.9415+0.1937j | 268.9771+9.7053j
