# step | beta_mu_ex_S.real | beta_mu_ex_P.real | beta_P.real | rho_A.real | rho_P.real | -kTlog(Qa) | -kTlog(Qp)
27000 | -0.0378 | 53.5023 | 4.3468 | 3.3359| 1.5625 | -2.2500-1.8807j | 5350.9520+120.6832j
28000 | -0.0245 | 54.3632 | 4.3468 | 3.3359| 1.5625 | -0.9137-2.0395j | 5437.0369+130.3792j
29000 | -0.0229 | 54.4642 | 4.3467 | 3.3359| 1.5625 | -0.7575+0.1728j | 5447.1406-10.2565j
30000 | -0.0452 | 53.0368 | 4.3467 | 3.3359| 1.5625 | -2.9850+0.6196j | 5304.4026-39.3456j
31000 | -0.0384 | 53.4579 | 4.3470 | 3.3359| 1.5625 | -2.3047-1.2233j | 5346.5037+78.4138j
32000 | -0.0248 | 54.3287 | 4.3470 | 3.3359| 1.5625 | -0.9483+0.8796j | 5433.5856-56.5520j
33000 | -0.0061 | 55.5342 | 4.3469 | 3.3359| 1.5625 | 0.9274-0.4514j | 5554.1348+29.4874j
34000 | -0.0145 | 54.9968 | 4.3469 | 3.3359| 1.5625 | 0.0841-1.1213j | 5500.3968+72.2287j
35000 | -0.0376 | 53.5318 | 4.3466 | 3.3359| 1.5625 | -2.2286-1.0219j | 5353.8985+65.8636j
36000 | -0.0434 | 53.1483 | 4.3468 | 3.3359| 1.5625 | -2.8079-2.0401j | 5315.5532+130.1535j
37000 | -0.0294 | 54.0429 | 4.3468 | 3.3359| 1.5625 | -1.4093+0.3076j | 5405.0036-19.3369j
38000 | -0.0477 | 52.8677 | 4.3469 | 3.3359| 1.5625 | -3.2387+0.3038j | 5287.4922-18.5196j
39000 | -0.0506 | 52.6901 | 4.3468 | 3.3359| 1.5625 | -3.5235+1.1084j | 5269.7239-70.1256j
40000 | -0.0435 | 53.1370 | 4.3468 | 3.3359| 1.5625 | -2.8213+0.2838j | 5314.4224-18.0353j
41000 | -0.0402 | 53.3508 | 4.3468 | 3.3359| 1.5625 | -2.4902-0.5384j | 5335.7942+34.3572j
42000 | -0.0237 | 54.4070 | 4.3469 | 3.3359| 1.5625 | -0.8356+0.8000j | 5441.4142-51.9734j
43000 | -0.0347 | 53.7085 | 4.3468 | 3.3359| 1.5625 | -1.9315-2.0584j | 5371.5699+132.1709j
44000 | -0.0436 | 53.1433 | 4.3467 | 3.3359| 1.5625 | -2.8219+1.1540j | 5315.0467-73.5688j
45000 | -0.0537 | 52.4863 | 4.3469 | 3.3359| 1.5625 | -3.8346-2.0586j | 5249.3435+131.5175j
46000 | -0.0427 | 53.1923 | 4.3468 | 3.3359| 1.5625 | -2.7396-0.5152j | 5319.9505+33.1376j
47000 | -0.0358 | 53.6448 | 4.3467 | 3.3359| 1.5625 | -2.0416-2.2836j | 5365.1946+147.1562j
48000 | -0.0499 | 52.7275 | 4.3469 | 3.3359| 1.5625 | -3.4597+0.3973j | 5273.4693-25.5200j
49000 | -0.0528 | 52.5458 | 4.3469 | 3.3359| 1.5625 | -3.7427-0.5503j | 5255.3001+35.0916j
50000 | -0.0271 | 54.1909 | 4.3468 | 3.3359| 1.5625 | -1.1773+0.3044j | 5419.8067-19.1288j
51000 | -0.0315 | 53.9141 | 4.3467 | 3.3359| 1.5625 | -1.6158-0.8651j | 5392.1241+55.0627j
52000 | -0.0213 | 54.5495 | 4.3470 | 3.3359| 1.5625 | -0.6004+1.7324j | 5455.6714-110.6754j
53000 | -0.0395 | 53.4004 | 4.3468 | 3.3359| 1.5625 | -2.4127+0.3438j | 5340.7578-21.2151j
54000 | -0.0538 | 52.4869 | 4.3468 | 3.3359| 1.5625 | -3.8437+0.0386j | 5249.4073-2.2978j
55000 | -0.0594 | 52.1266 | 4.3468 | 3.3359| 1.5625 | -4.4043+0.5244j | 5213.3819-33.6923j
56000 | -0.0387 | 53.4553 | 4.3467 | 3.3359| 1.5625 | -2.3382-1.0103j | 5346.2508+65.0989j
57000 | -0.0360 | 53.6262 | 4.3468 | 3.3359| 1.5625 | -2.0660+0.1918j | 5363.3404-13.2282j
58000 | -0.0419 | 53.2521 | 4.3467 | 3.3359| 1.5625 | -2.6516-0.0905j | 5325.9280+5.8314j
59000 | -0.0601 | 52.0791 | 4.3469 | 3.3359| 1.5625 | -4.4741-0.1559j | 5208.6311+9.9670j
60000 | -0.0423 | 53.2189 | 4.3469 | 3.3359| 1.5625 | -2.6949-0.9760j | 5322.6098+62.1987j
61000 | -0.0495 | 52.7604 | 4.3468 | 3.3359| 1.5625 | -3.4148-0.7091j | 5276.7615+45.1871j
62000 | -0.0414 | 53.2750 | 4.3469 | 3.3359| 1.5625 | -2.6076+1.7473j | 5328.2159-112.2069j
63000 | -0.0310 | 53.9396 | 4.3469 | 3.3359| 1.5625 | -1.5637+0.1937j | 5394.6829-13.7336j
64000 | -0.0194 | 54.6780 | 4.3469 | 3.3359| 1.5625 | -0.4032+0.4912j | 5468.5143-30.9489j
65000 | -0.0410 | 53.3006 | 4.3469 | 3.3359| 1.5625 | -2.5629+0.2726j | 5330.7805-18.1312j
66000 | -0.0412 | 53.2880 | 4.3468 | 3.3359| 1.5625 | -2.5905+0.6951j | 5329.5223-43.2510j
67000 | -0.0358 | 53.6273 | 4.3469 | 3.3359| 1.5625 | -2.0482-0.4984j | 5363.4496+32.8566j
68000 | -0.0242 | 54.3759 | 4.3469 | 3.3359| 1.5625 | -0.8839+0.7441j | 5438.3098-47.6129j
69000 | -0.0062 | 55.5143 | 4.3470 | 3.3359| 1.5625 | 0.9090-0.2084j | 5552.1471+12.9298j
70000 | -0.0285 | 54.1130 | 4.3466 | 3.3359| 1.5625 | -1.3180-0.1346j | 5412.0147+8.2364j
71000 | -0.0146 | 54.9993 | 4.3467 | 3.3359| 1.5625 | 0.0770+2.0500j | 5500.6497-130.5517j
72000 | -0.0724 | 51.2842 | 4.3469 | 3.3359| 1.5625 | -5.7107-1.0191j | 5129.1406+65.0508j
73000 | -0.0249 | 54.3357 | 4.3468 | 3.3359| 1.5625 | -0.9530-2.2418j | 5434.2841+143.8858j
74000 | -0.0415 | 53.2600 | 4.3469 | 3.3359| 1.5625 | -2.6196-0.4799j | 5326.7206+31.1073j
75000 | -0.0380 | 53.4930 | 4.3468 | 3.3359| 1.5625 | -2.2706-0.8079j | 5350.0158+51.5141j
76000 | -0.0276 | 54.1482 | 4.3470 | 3.3359| 1.5625 | -1.2253-1.5165j | 5415.5410+96.2359j
77000 | -0.0400 | 53.3613 | 4.3469 | 3.3359| 1.5625 | -2.4707-0.0448j | 5336.8515+1.9887j
78000 | -0.0253 | 54.3083 | 4.3468 | 3.3359| 1.5625 | -0.9945-0.3097j | 5431.5439+19.3933j
79000 | -0.0294 | 54.0442 | 4.3468 | 3.3359| 1.5625 | -1.4072-0.2582j | 5405.1342+16.6883j
80000 | -0.0151 | 54.9580 | 4.3468 | 3.3359| 1.5625 | 0.0248-0.6239j | 5496.5198+39.6017j
81000 | -0.0392 | 53.4162 | 4.3468 | 3.3359| 1.5625 | -2.3832+1.2417j | 5342.3401-80.4454j
82000 | -0.0266 | 54.2203 | 4.3469 | 3.3359| 1.5625 | -1.1279+0.7024j | 5422.7523-46.3695j
83000 | -0.0336 | 53.7753 | 4.3468 | 3.3359| 1.5625 | -1.8233-0.1880j | 5378.2476+11.8514j
84000 | -0.0443 | 53.0912 | 4.3468 | 3.3359| 1.5625 | -2.8944-2.1998j | 5309.8400+140.8038j
85000 | -0.0322 | 53.8584 | 4.3469 | 3.3359| 1.5625 | -1.6891+1.5692j | 5386.5553-100.8192j
86000 | -0.0600 | 52.0867 | 4.3468 | 3.3359| 1.5625 | -4.4684-0.4723j | 5209.3850+30.3497j
87000 | -0.0349 | 53.6976 | 4.3468 | 3.3359| 1.5625 | -1.9542-1.4855j | 5370.4760+94.8219j
88000 | -0.0410 | 53.2940 | 4.3470 | 3.3359| 1.5625 | -2.5644-1.0867j | 5330.1226+71.1753j
89000 | -0.0232 | 54.4259 | 4.3471 | 3.3359| 1.5625 | -0.7855+0.5195j | 5443.3085-34.6014j
90000 | -0.0214 | 54.5612 | 4.3468 | 3.3359| 1.5625 | -0.6026-1.7340j | 5456.8342+111.1948j
91000 | -0.0424 | 53.2045 | 4.3469 | 3.3359| 1.5625 | -2.7095-1.9876j | 5321.1689+127.3711j
92000 | -0.0279 | 54.1511 | 4.3467 | 3.3359| 1.5625 | -1.2525+1.5671j | 5415.8271-99.5946j
93000 | -0.0337 | 53.7637 | 4.3468 | 3.3359| 1.5625 | -1.8391+1.3888j | 5377.0903-89.6822j
94000 | -0.0274 | 54.1614 | 4.3470 | 3.3359| 1.5625 | -1.2083-0.2046j | 5416.8632+13.2088j
95000 | -0.0493 | 52.7638 | 4.3469 | 3.3359| 1.5625 | -3.3981-2.2374j | 5277.0980+143.8881j
96000 | -0.0292 | 54.0513 | 4.3470 | 3.3359| 1.5625 | -1.3822+1.4071j | 5405.8465-90.0803j
97000 | -0.0341 | 53.7446 | 4.3468 | 3.3359| 1.5625 | -1.8771-0.2745j | 5375.1781+18.3367j
98000 | -0.0335 | 53.7763 | 4.3469 | 3.3359| 1.5625 | -1.8158+0.9317j | 5378.3463-59.3206j
99000 | -0.0162 | 54.8930 | 4.3467 | 3.3359| 1.5625 | -0.0907-1.6259j | 5490.0164+103.4020j
100000 | -0.0277 | 54.1477 | 4.3469 | 3.3359| 1.5625 | -1.2360+2.3540j | 5415.4869-151.7186j
