# step | beta_mu_ex_S.real | beta_mu_ex_P.real | beta_P.real | rho_A.real | rho_P.real | -kTlog(Qa) | -kTlog(Qp)
1000 | -3.2691 | -28.7111 | 3.3698 | 3.3359| 1.5625 | -0.1009+0.0025j | -13.6372-0.1953j
2000 | -5.2646 | -302.8964 | 3.8177 | 3.3359| 1.5625 | -1.0986-0.3122j | -150.7298+1.0841j
