# step beta_mu_ex.real beta_mu_ex.imag beta_P.real beta_P.imag rho.real -kTlog(Q)
31000 0.02 0.01 0.00 -0.00 -0.00 9.67+1.01j
32000 0.04 -0.04 0.00 0.00 -0.00 10.81-3.60j
33000 0.04 -0.05 0.00 0.00 0.00 10.79-5.03j
34000 0.05 0.01 0.00 0.00 -0.00 12.07+0.76j
35000 0.05 0.02 0.00 0.00 0.00 11.86+2.48j
36000 0.04 -0.06 0.00 0.00 -0.00 11.28-6.41j
37000 0.02 0.03 0.00 0.00 -0.00 9.24+2.51j
38000 0.04 -0.08 0.00 -0.00 0.00 11.17-8.22j
39000 0.04 -0.03 0.00 0.00 -0.00 11.59-3.17j
40000 0.03 0.02 0.00 -0.00 -0.00 10.19+1.94j
41000 0.03 -0.04 0.00 0.00 -0.00 10.54-4.34j
42000 0.04 0.04 0.00 -0.00 0.00 11.07+3.79j
43000 0.03 -0.06 0.00 0.00 0.00 9.84-6.05j
44000 0.04 0.03 0.00 -0.00 0.00 11.60+3.40j
45000 0.02 0.02 0.00 -0.00 0.00 9.08+2.02j
46000 0.04 -0.00 0.00 0.00 -0.00 11.46-0.07j
47000 0.04 0.00 0.00 0.00 0.00 10.86+0.03j
48000 0.02 0.04 0.00 0.00 0.00 9.48+4.07j
49000 0.05 -0.06 0.00 0.00 0.00 11.75-5.81j
50000 0.05 0.04 0.00 0.00 -0.00 12.23+4.29j
51000 0.04 0.05 0.00 -0.00 -0.00 11.18+5.34j
52000 0.05 0.06 0.00 -0.00 -0.00 12.50+6.03j
53000 0.04 0.07 0.00 -0.00 0.00 11.39+6.64j
54000 0.05 -0.05 0.00 0.00 0.00 11.98-5.06j
55000 0.04 0.02 0.00 0.00 0.00 10.94+2.03j
56000 0.04 0.05 0.00 -0.00 -0.00 11.06+4.85j
57000 0.04 0.05 0.00 0.00 0.00 11.65+4.78j
58000 0.04 0.03 0.00 -0.00 -0.00 10.74+2.81j
59000 0.04 0.02 0.00 -0.00 -0.00 10.94+2.14j
60000 0.05 0.05 0.00 0.00 0.00 12.68+4.75j
61000 0.04 -0.06 0.00 -0.00 0.00 10.94-5.56j
62000 0.04 0.09 0.00 0.00 0.00 11.27+8.92j
63000 0.03 0.03 0.00 -0.00 0.00 10.13+3.44j
64000 0.04 0.07 0.00 -0.00 -0.00 11.17+6.65j
65000 0.04 0.05 0.00 0.00 0.00 11.59+5.02j
66000 0.05 -0.03 0.00 0.00 0.00 11.90-3.08j
67000 0.04 0.01 0.00 -0.00 0.00 10.75+0.74j
68000 0.07 0.02 0.00 0.00 0.00 13.69+2.36j
69000 0.04 -0.02 0.00 0.00 0.00 11.07-2.38j
70000 0.05 -0.02 0.00 -0.00 0.00 11.83-1.69j
71000 0.04 -0.03 0.00 0.00 0.00 11.11-2.70j
72000 0.02 -0.04 0.00 0.00 -0.00 9.32-3.55j
73000 0.05 0.08 0.00 0.00 0.00 12.60+8.10j
74000 0.04 0.03 0.00 0.00 0.00 11.53+2.79j
75000 0.03 -0.04 0.00 -0.00 -0.00 10.51-3.86j
76000 0.04 0.01 0.00 -0.00 -0.00 11.26+1.38j
77000 0.05 -0.00 0.00 0.00 -0.00 12.09-0.30j
78000 0.06 -0.05 0.00 0.00 -0.00 12.76-5.34j
79000 0.05 -0.05 0.00 -0.00 0.00 12.28-4.78j
80000 0.03 -0.03 0.00 -0.00 -0.00 10.54-3.15j
81000 0.04 0.02 0.00 -0.00 -0.00 11.63+2.16j
82000 0.04 -0.08 0.00 -0.00 0.00 10.84-7.68j
83000 0.05 0.04 0.00 -0.00 0.00 12.12+4.23j
84000 0.04 0.00 0.00 -0.00 -0.00 11.59+0.29j
85000 0.03 -0.05 0.00 -0.00 -0.00 10.62-4.68j
86000 0.03 0.06 0.00 0.00 0.00 10.43+6.46j
87000 0.04 -0.02 0.00 0.00 -0.00 11.25-2.06j
88000 0.03 -0.03 0.00 0.00 -0.00 10.57-2.79j
89000 0.05 -0.11 0.00 0.00 0.00 12.03-11.30j
90000 0.03 0.03 0.00 -0.00 0.00 9.89+3.14j
91000 0.06 -0.02 0.00 -0.00 0.00 12.89-2.46j
92000 0.03 -0.01 0.00 -0.00 -0.00 10.02-0.82j
93000 0.03 -0.01 0.00 0.00 -0.00 10.64-0.57j
94000 0.06 -0.05 0.00 0.00 0.00 13.29-4.72j
95000 0.04 0.11 0.00 0.00 0.00 11.19+10.59j
96000 0.06 0.02 0.00 -0.00 -0.00 13.68+1.86j
97000 0.05 -0.13 0.00 -0.00 0.00 11.70-13.07j
98000 0.03 0.04 0.00 0.00 0.00 10.42+4.26j
99000 0.05 -0.00 0.00 -0.00 -0.00 12.02-0.22j
