# step beta_mu_ex.real beta_P.real rho.real -kTlog(Q)
99000 -15.92 0.00 0.02 -86.79-0.00j
100000 -27.59 0.00 0.02 -145.15+0.00j
101000 -21.87 0.00 0.02 -116.55+0.00j
102000 -13.56 0.00 0.02 -74.98+0.00j
103000 -11.14 0.00 0.02 -62.89+0.00j
104000 -19.01 0.00 0.02 -102.23-0.00j
105000 -21.20 0.00 0.02 -113.19+0.00j
106000 -24.99 0.00 0.02 -132.13-0.00j
107000 -17.92 0.00 0.02 -96.78-0.00j
108000 -17.61 0.00 0.02 -95.24+0.00j
109000 -15.71 0.00 0.02 -85.75-0.00j
110000 -18.62 0.00 0.02 -100.31-0.00j
111000 -28.42 -0.00 0.02 -149.28-0.00j
112000 -31.74 0.00 0.02 -165.89-0.00j
113000 -14.94 0.00 0.02 -81.87+0.00j
114000 -17.98 -0.00 0.02 -97.08-0.00j
115000 -30.74 0.00 0.02 -160.86+0.00j
116000 -21.85 0.00 0.02 -116.41+0.00j
117000 -21.61 0.00 0.02 -115.24+0.00j
118000 -13.76 0.00 0.02 -76.00-0.00j
119000 -15.01 0.00 0.02 -82.24+0.00j
120000 -12.67 0.00 0.02 -70.51-0.00j
121000 -21.96 0.00 0.02 -116.99-0.00j
122000 -13.88 0.00 0.02 -76.59+0.00j
123000 -24.51 -0.00 0.02 -129.72+0.00j
124000 -23.57 0.00 0.02 -125.02+0.00j
125000 -20.85 0.00 0.02 -111.44+0.00j
126000 -13.81 0.00 0.02 -76.24+0.00j
127000 -9.02 0.00 0.02 -52.27+0.00j
128000 -30.02 -0.00 0.02 -157.30-0.00j
129000 -15.72 0.00 0.02 -85.79-0.00j
130000 -18.63 -0.00 0.02 -100.34-0.00j
131000 -28.79 0.00 0.02 -151.12+0.00j
132000 -17.53 0.00 0.02 -94.85+0.00j
133000 -17.16 0.00 0.02 -92.99-0.00j
134000 -16.79 0.00 0.02 -91.14+0.00j
135000 -32.14 0.00 0.02 -167.87+0.00j
136000 -34.77 0.00 0.02 -181.01+0.00j
137000 -41.68 0.00 0.02 -215.57-0.00j
138000 -28.34 0.00 0.02 -148.88-0.00j
139000 -19.20 0.00 0.02 -103.16+0.00j
140000 -24.01 0.00 0.02 -127.22+0.00j
141000 -26.74 0.00 0.02 -140.89+0.00j
142000 -18.22 0.00 0.02 -98.26+0.00j
143000 -25.40 0.00 0.02 -134.20-0.00j
144000 -19.37 0.00 0.02 -104.05+0.00j
145000 -23.38 0.00 0.02 -124.08+0.00j
146000 -18.18 0.00 0.02 -98.07+0.00j
147000 -21.74 0.00 0.02 -115.91+0.00j
148000 -23.52 0.00 0.02 -124.79-0.00j
149000 -24.25 0.00 0.02 -128.46+0.00j
150000 -18.93 0.00 0.02 -101.83-0.00j
151000 -13.17 0.00 0.02 -73.04+0.00j
152000 -18.51 0.00 0.02 -99.75+0.00j
153000 -24.05 0.00 0.02 -127.44-0.00j
154000 -33.05 0.00 0.02 -172.44-0.00j
155000 -25.20 -0.00 0.02 -133.20+0.00j
156000 -12.70 0.00 0.02 -70.70+0.00j
157000 -37.65 0.00 0.02 -195.42+0.00j
158000 -13.24 0.00 0.02 -73.39+0.00j
159000 -21.24 0.00 0.02 -113.40-0.00j
160000 -21.68 -0.00 0.02 -115.59-0.00j
161000 -39.25 0.00 0.02 -203.45-0.00j
162000 -32.44 -0.00 0.02 -169.37+0.00j
163000 -37.06 -0.00 0.02 -192.49+0.00j
164000 -33.59 -0.00 0.02 -175.16+0.00j
165000 -19.89 0.00 0.02 -106.62+0.00j
166000 -16.27 0.00 0.02 -88.53+0.00j
167000 -17.23 0.00 0.02 -93.34+0.00j
168000 -20.42 0.00 0.02 -109.31-0.00j
169000 -24.30 0.00 0.02 -128.68-0.00j
170000 -21.34 -0.00 0.02 -113.91+0.00j
171000 -18.01 0.00 0.02 -97.25+0.00j
172000 -14.85 0.00 0.02 -81.43+0.00j
173000 -28.40 0.00 0.02 -149.17+0.00j
174000 -23.47 0.00 0.02 -124.55-0.00j
175000 -16.07 0.00 0.02 -87.53+0.00j
176000 -16.49 0.00 0.02 -89.61+0.00j
177000 -16.41 0.00 0.02 -89.22+0.00j
178000 -17.38 0.00 0.02 -94.08+0.00j
179000 -30.22 0.00 0.02 -158.26-0.00j
180000 -29.09 0.00 0.02 -152.62-0.00j
181000 -20.03 0.00 0.02 -107.32+0.00j
182000 -10.89 0.00 0.02 -61.63+0.00j
183000 -12.10 0.00 0.02 -67.68+0.00j
184000 -13.05 0.00 0.02 -72.45+0.00j
185000 -6.85 0.00 0.02 -41.42+0.00j
186000 -20.14 0.00 0.02 -107.88-0.00j
187000 -31.56 -0.00 0.02 -164.97+0.00j
188000 -51.18 -0.00 0.02 -263.11+0.00j
189000 -52.70 0.00 0.02 -270.67+0.00j
190000 -30.74 0.00 0.02 -160.90+0.00j
191000 -24.34 0.00 0.02 -128.90-0.00j
192000 -28.41 0.00 0.02 -149.23-0.00j
193000 -40.26 0.00 0.02 -208.50-0.00j
194000 -25.49 0.00 0.02 -134.63-0.00j
195000 -33.53 0.00 0.02 -174.83-0.00j
196000 -23.63 0.00 0.02 -125.34+0.00j
197000 -27.18 0.00 0.02 -143.10+0.00j
198000 -19.24 0.00 0.02 -103.39+0.00j
199000 -27.21 0.00 0.02 -143.21+0.00j
