# step | beta_mu_ex_S.real | beta_mu_ex_P.real | beta_P.real | rho_A.real | rho_P.real | -kTlog(Qa) | -kTlog(Qp)
1000 | -30.8688 | -41.1418 | 3.3608 | 3.3359| 1.5625 | -0.0098-0.0000j | -1.3387-0.0017j
2000 | -34.6190 | -553.9227 | 3.5687 | 3.3359| 1.5625 | -0.1973-0.0490j | -26.9778-0.1194j
