# step | beta_mu_ex_S.real | beta_mu_ex_P.real | beta_P.real | rho_A.real | rho_P.real | -kTlog(Qa) | -kTlog(Qp)
1000 | -1.7325 | -26.7645 | 3.3585 | 3.3359| 1.5625 | -0.1989-0.0141j | -26.0461+0.6048j
2000 | -1.9199 | -53.0012 | 3.4145 | 3.3359| 1.5625 | -0.3862-0.0167j | -52.2828+0.1223j
