# step | beta_mu_ex_S.real | beta_mu_ex_P.real | beta_P.real | rho_A.real | rho_B.real | rho_P.real | -kTlog(Qs) | -kTlog(Qp)
17000 | -3.6406 | 68.1635 | 6.9996 | 4.8828| 4.8828 | 0.0156 | 8.4907-0.0229j | 681.7067-1.5228j
18000 | -3.6413 | 68.7383 | 6.9968 | 4.8828| 4.8828 | 0.0156 | 8.4842+0.1836j | 687.4550+8.6004j
19000 | -3.6562 | 68.1085 | 6.9556 | 4.8828| 4.8828 | 0.0156 | 8.3343+0.0001j | 681.1564+0.0512j
20000 | -3.6553 | 67.1339 | 6.9646 | 4.8828| 4.8828 | 0.0156 | 8.3442-0.1257j | 671.4108-7.0127j
21000 | -3.6389 | 68.2120 | 7.0060 | 4.8828| 4.8828 | 0.0156 | 8.5074+0.0100j | 682.1918+0.9047j
22000 | -3.6380 | 67.8616 | 7.0037 | 4.8828| 4.8828 | 0.0156 | 8.5169-0.1276j | 678.6877-7.2734j
23000 | -3.6548 | 66.9277 | 6.9605 | 4.8828| 4.8828 | 0.0156 | 8.3483-0.1073j | 669.3492-6.5577j
24000 | -3.6410 | 67.4782 | 6.9951 | 4.8828| 4.8828 | 0.0156 | 8.4864-0.1631j | 674.8536-9.6748j
25000 | -3.6543 | 66.8107 | 6.9606 | 4.8828| 4.8828 | 0.0156 | 8.3539-0.0133j | 668.1791+0.4781j
26000 | -3.6675 | 67.5885 | 6.9264 | 4.8828| 4.8828 | 0.0156 | 8.2222+0.0285j | 675.9570+3.3191j
27000 | -3.6561 | 68.0803 | 6.9575 | 4.8828| 4.8828 | 0.0156 | 8.3362-0.1693j | 680.8747-8.2512j
28000 | -3.6475 | 68.6648 | 6.9812 | 4.8828| 4.8828 | 0.0156 | 8.4215-0.3398j | 686.7199-19.0612j
29000 | -3.6633 | 67.0095 | 6.9432 | 4.8828| 4.8828 | 0.0156 | 8.2639-0.1122j | 670.1673-7.1850j
30000 | -3.6493 | 67.1389 | 6.9773 | 4.8828| 4.8828 | 0.0156 | 8.4038+0.0923j | 671.4610+5.7497j
31000 | -3.6373 | 67.6858 | 7.0067 | 4.8828| 4.8828 | 0.0156 | 8.5234-0.1378j | 676.9294-8.1264j
32000 | -3.6485 | 68.1687 | 6.9816 | 4.8828| 4.8828 | 0.0156 | 8.4115-0.0381j | 681.7591-1.8241j
33000 | -3.6544 | 68.3699 | 6.9620 | 4.8828| 4.8828 | 0.0156 | 8.3525-0.0432j | 683.7713+0.1323j
34000 | -3.6456 | 68.8716 | 6.9850 | 4.8828| 4.8828 | 0.0156 | 8.4407-0.0867j | 688.7876-3.8607j
35000 | -3.6519 | 68.3181 | 6.9675 | 4.8828| 4.8828 | 0.0156 | 8.3773-0.0080j | 683.2530-1.6317j
36000 | -3.6565 | 67.6690 | 6.9602 | 4.8828| 4.8828 | 0.0156 | 8.3315-0.1183j | 676.7621-5.3814j
37000 | -3.6612 | 67.1591 | 6.9448 | 4.8828| 4.8828 | 0.0156 | 8.2850+0.0140j | 671.6632+0.8004j
38000 | -3.6521 | 67.7225 | 6.9717 | 4.8828| 4.8828 | 0.0156 | 8.3759-0.0078j | 677.2968+0.0719j
39000 | -3.6452 | 68.6446 | 6.9912 | 4.8828| 4.8828 | 0.0156 | 8.4449-0.0251j | 686.5175-2.5696j
40000 | -3.6475 | 68.5935 | 6.9743 | 4.8828| 4.8828 | 0.0156 | 8.4220-0.0275j | 686.0068-1.2653j
41000 | -3.6406 | 68.8004 | 6.9942 | 4.8828| 4.8828 | 0.0156 | 8.4911-0.0129j | 688.0760-1.3993j
42000 | -3.6422 | 68.6712 | 6.9917 | 4.8828| 4.8828 | 0.0156 | 8.4747+0.0023j | 686.7837+2.1529j
43000 | -3.6304 | 68.0845 | 7.0307 | 4.8828| 4.8828 | 0.0156 | 8.5929+0.1083j | 680.9167+8.8547j
44000 | -3.6353 | 68.4980 | 7.0132 | 4.8828| 4.8828 | 0.0156 | 8.5437+0.1258j | 685.0517+9.9330j
45000 | -3.6426 | 68.3539 | 6.9913 | 4.8828| 4.8828 | 0.0156 | 8.4710-0.0480j | 683.6111-2.7081j
46000 | -3.6336 | 68.7695 | 7.0136 | 4.8828| 4.8828 | 0.0156 | 8.5610-0.3421j | 687.7667-20.4121j
47000 | -3.6367 | 69.3748 | 7.0014 | 4.8828| 4.8828 | 0.0156 | 8.5299-0.2251j | 693.8196-12.2079j
48000 | -3.6260 | 69.0727 | 7.0276 | 4.8828| 4.8828 | 0.0156 | 8.6367-0.1977j | 690.7983-14.6003j
49000 | -3.6272 | 68.6145 | 7.0314 | 4.8828| 4.8828 | 0.0156 | 8.6251-0.0402j | 686.2173-2.2865j
50000 | -3.6532 | 68.4403 | 6.9702 | 4.8828| 4.8828 | 0.0156 | 8.3651-0.3245j | 684.4748-19.7314j
51000 | -3.6629 | 68.0798 | 6.9460 | 4.8828| 4.8828 | 0.0156 | 8.2676-0.1693j | 680.8696-9.5414j
52000 | -3.6482 | 66.7224 | 6.9828 | 4.8828| 4.8828 | 0.0156 | 8.4151-0.0233j | 667.2963-0.4404j
53000 | -3.6545 | 68.2271 | 6.9629 | 4.8828| 4.8828 | 0.0156 | 8.3521-0.0309j | 682.3428-2.2328j
54000 | -3.6334 | 67.9914 | 7.0089 | 4.8828| 4.8828 | 0.0156 | 8.5630+0.1143j | 679.9863+6.5692j
55000 | -3.6197 | 68.9730 | 7.0457 | 4.8828| 4.8828 | 0.0156 | 8.6994-0.0463j | 689.8017-3.5184j
56000 | -3.6283 | 67.2515 | 7.0284 | 4.8828| 4.8828 | 0.0156 | 8.6138-0.2444j | 672.5873-14.4371j
57000 | -3.6380 | 68.2167 | 7.0043 | 4.8828| 4.8828 | 0.0156 | 8.5169-0.0070j | 682.2390+3.5604j
58000 | -3.6462 | 68.2698 | 6.9842 | 4.8828| 4.8828 | 0.0156 | 8.4349+0.2532j | 682.7698+17.6219j
59000 | -3.6386 | 67.8794 | 6.9997 | 4.8828| 4.8828 | 0.0156 | 8.5103+0.1329j | 678.8662+8.3461j
60000 | -3.6506 | 67.3297 | 6.9758 | 4.8828| 4.8828 | 0.0156 | 8.3912+0.2313j | 673.3693+14.1732j
61000 | -3.6556 | 67.2873 | 6.9595 | 4.8828| 4.8828 | 0.0156 | 8.3405+0.2770j | 672.9447+18.4018j
62000 | -3.6536 | 68.3522 | 6.9662 | 4.8828| 4.8828 | 0.0156 | 8.3609+0.2074j | 683.5941+12.0175j
63000 | -3.6437 | 68.0122 | 6.9850 | 4.8828| 4.8828 | 0.0156 | 8.4602+0.1270j | 680.1941+8.2453j
64000 | -3.6422 | 68.1669 | 6.9980 | 4.8828| 4.8828 | 0.0156 | 8.4747-0.1112j | 681.7409-4.1126j
65000 | -3.6503 | 67.6060 | 6.9756 | 4.8828| 4.8828 | 0.0156 | 8.3939-0.1358j | 676.1319-8.5686j
66000 | -3.6335 | 68.0060 | 7.0158 | 4.8828| 4.8828 | 0.0156 | 8.5615-0.1004j | 680.1313-4.7846j
67000 | -3.6489 | 69.0019 | 6.9785 | 4.8828| 4.8828 | 0.0156 | 8.4081-0.0028j | 690.0908+1.1704j
68000 | -3.6312 | 68.8693 | 7.0219 | 4.8828| 4.8828 | 0.0156 | 8.5852+0.2970j | 688.7645+17.7937j
69000 | -3.6441 | 68.5637 | 6.9892 | 4.8828| 4.8828 | 0.0156 | 8.4560+0.0848j | 685.7086+5.6263j
70000 | -3.6302 | 67.6076 | 7.0218 | 4.8828| 4.8828 | 0.0156 | 8.5946+0.0589j | 676.1475+5.0043j
71000 | -3.6527 | 67.7027 | 6.9633 | 4.8828| 4.8828 | 0.0156 | 8.3693+0.2389j | 677.0985+16.7209j
72000 | -3.6399 | 68.9616 | 6.9999 | 4.8828| 4.8828 | 0.0156 | 8.4981-0.0356j | 689.6878-1.8624j
73000 | -3.6425 | 69.1687 | 6.9936 | 4.8828| 4.8828 | 0.0156 | 8.4715+0.1092j | 691.7588+9.7148j
74000 | -3.6378 | 68.3322 | 7.0069 | 4.8828| 4.8828 | 0.0156 | 8.5190+0.1216j | 683.3938+6.0385j
75000 | -3.6442 | 68.0333 | 6.9872 | 4.8828| 4.8828 | 0.0156 | 8.4549-0.0017j | 680.4044-3.0027j
76000 | -3.6569 | 67.4452 | 6.9563 | 4.8828| 4.8828 | 0.0156 | 8.3275-0.0178j | 674.5237+0.6922j
77000 | -3.6485 | 67.0517 | 6.9769 | 4.8828| 4.8828 | 0.0156 | 8.4119+0.1286j | 670.5888+7.3997j
78000 | -3.6507 | 68.4797 | 6.9731 | 4.8828| 4.8828 | 0.0156 | 8.3896-0.0599j | 684.8686-3.8756j
79000 | -3.6489 | 67.8992 | 6.9786 | 4.8828| 4.8828 | 0.0156 | 8.4077+0.0588j | 679.0635+3.1368j
80000 | -3.6495 | 67.8476 | 6.9803 | 4.8828| 4.8828 | 0.0156 | 8.4016-0.0633j | 678.5481-1.1306j
81000 | -3.6457 | 68.5318 | 6.9903 | 4.8828| 4.8828 | 0.0156 | 8.4395-0.2505j | 685.3900-14.1457j
82000 | -3.6403 | 68.4385 | 6.9969 | 4.8828| 4.8828 | 0.0156 | 8.4939-0.1640j | 684.4567-9.4280j
83000 | -3.6513 | 67.7683 | 6.9738 | 4.8828| 4.8828 | 0.0156 | 8.3836-0.1474j | 677.7546-8.5936j
84000 | -3.6610 | 67.6055 | 6.9479 | 4.8828| 4.8828 | 0.0156 | 8.2866-0.2941j | 676.1272-16.5416j
85000 | -3.6396 | 67.0450 | 7.0035 | 4.8828| 4.8828 | 0.0156 | 8.5007-0.2553j | 670.5223-14.5848j
86000 | -3.6551 | 67.7514 | 6.9660 | 4.8828| 4.8828 | 0.0156 | 8.3459-0.2504j | 677.5860-14.8120j
87000 | -3.6551 | 68.2714 | 6.9661 | 4.8828| 4.8828 | 0.0156 | 8.3460-0.0615j | 682.7857-4.4838j
88000 | -3.6573 | 68.1430 | 6.9555 | 4.8828| 4.8828 | 0.0156 | 8.3241-0.1320j | 681.5023-7.4611j
89000 | -3.6524 | 68.0199 | 6.9647 | 4.8828| 4.8828 | 0.0156 | 8.3731-0.1482j | 680.2704-10.1106j
90000 | -3.6509 | 67.7890 | 6.9735 | 4.8828| 4.8828 | 0.0156 | 8.3883+0.0281j | 677.9623+0.9366j
91000 | -3.6479 | 68.4991 | 6.9862 | 4.8828| 4.8828 | 0.0156 | 8.4174-0.1393j | 685.0627-7.7824j
92000 | -3.6426 | 68.6473 | 6.9917 | 4.8828| 4.8828 | 0.0156 | 8.4707+0.1071j | 686.5451+7.7818j
93000 | -3.6431 | 69.4530 | 6.9914 | 4.8828| 4.8828 | 0.0156 | 8.4658+0.0698j | 694.6023+4.4207j
94000 | -3.6364 | 69.2871 | 7.0116 | 4.8828| 4.8828 | 0.0156 | 8.5330-0.1054j | 692.9429-3.9907j
95000 | -3.6404 | 68.8689 | 7.0050 | 4.8828| 4.8828 | 0.0156 | 8.4931-0.0640j | 688.7606-3.4359j
96000 | -3.6459 | 68.6008 | 6.9875 | 4.8828| 4.8828 | 0.0156 | 8.4377-0.1326j | 686.0797-8.3650j
97000 | -3.6350 | 69.1836 | 7.0077 | 4.8828| 4.8828 | 0.0156 | 8.5468+0.0961j | 691.9076+5.3658j
98000 | -3.6437 | 68.7023 | 6.9910 | 4.8828| 4.8828 | 0.0156 | 8.4599+0.2648j | 687.0948+15.3363j
99000 | -3.6396 | 68.0763 | 7.0032 | 4.8828| 4.8828 | 0.0156 | 8.5003+0.0050j | 680.8348+0.5006j
100000 | -3.6479 | 67.8236 | 6.9781 | 4.8828| 4.8828 | 0.0156 | 8.4176-0.0992j | 678.3083-8.1694j
