# step beta_mu_ex.real beta_mu_ex.imag beta_P.real beta_P.imag rho.real -kTlog(Q)
40100 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
40200 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
40300 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
40400 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
40500 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
40600 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
40700 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
40800 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
40900 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
41000 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
41100 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
41200 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
41300 -0.03 0.00 0.03 -0.01 1.02 0.01+0.00j
41400 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
41500 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
41600 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
41700 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
41800 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
41900 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
42000 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
42100 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
42200 -0.03 -0.00 0.03 -0.01 1.02 0.01-0.00j
42300 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
42400 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
42500 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
42600 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
42700 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
42800 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
42900 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
43000 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
43100 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
43200 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
43300 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
43400 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
43500 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
43600 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
43700 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
43800 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
43900 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
44000 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
44100 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
44200 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
44300 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
44400 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
44500 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
44600 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
44700 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
44800 -0.03 0.00 0.03 -0.00 1.03 0.01+0.00j
44900 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
45000 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
45100 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
45200 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
45300 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
45400 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
45500 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
45600 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
45700 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
45800 -0.03 -0.00 0.03 -0.01 1.02 0.01-0.00j
45900 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
46000 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
46100 -0.03 -0.00 0.03 -0.00 1.05 0.01-0.00j
46200 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
46300 -0.03 -0.00 0.03 -0.00 1.07 0.01-0.00j
46400 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
46500 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
46600 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
46700 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
46800 -0.03 0.00 0.03 -0.00 1.03 0.01+0.00j
46900 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
47000 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
47100 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
47200 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
47300 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
47400 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
47500 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
47600 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
47700 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
47800 -0.03 -0.00 0.03 -0.01 1.07 0.01-0.00j
47900 -0.03 -0.00 0.03 -0.00 1.06 0.01-0.00j
48000 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
48100 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
48200 -0.03 -0.00 0.03 -0.01 1.02 0.01-0.00j
48300 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
48400 -0.03 -0.00 0.03 -0.01 1.07 0.01-0.00j
48500 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
48600 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
48700 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
48800 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
48900 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
49000 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
49100 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
49200 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
49300 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
49400 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
49500 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
49600 -0.03 -0.00 0.03 -0.01 1.02 0.01-0.00j
49700 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
49800 -0.03 -0.00 0.03 -0.01 1.07 0.01-0.00j
49900 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
50000 -0.03 -0.00 0.03 -0.01 1.01 0.01-0.00j
50100 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
50200 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
50300 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
50400 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
50500 -0.03 0.00 0.03 -0.01 1.02 0.01+0.00j
50600 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
50700 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
50800 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
50900 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
51000 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
51100 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
51200 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
51300 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
51400 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
51500 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
51600 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
51700 -0.03 -0.00 0.03 -0.01 1.07 0.01-0.00j
51800 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
51900 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
52000 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
52100 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
52200 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
52300 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
52400 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
52500 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
52600 -0.03 0.00 0.03 -0.01 1.02 0.01+0.00j
52700 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
52800 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
52900 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
53000 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
53100 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
53200 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
53300 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
53400 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
53500 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
53600 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
53700 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
53800 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
53900 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
54000 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
54100 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
54200 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
54300 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
54400 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
54500 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
54600 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
54700 -0.03 -0.00 0.03 -0.01 1.02 0.01-0.00j
54800 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
54900 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
55000 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
55100 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
55200 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
55300 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
55400 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
55500 -0.03 -0.00 0.03 -0.01 1.02 0.01-0.00j
55600 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
55700 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
55800 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
55900 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
56000 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
56100 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
56200 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
56300 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
56400 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
56500 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
56600 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
56700 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
56800 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
56900 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
57000 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
57100 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
57200 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
57300 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
57400 -0.03 -0.00 0.03 -0.00 1.08 0.01-0.00j
57500 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
57600 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
57700 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
57800 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
57900 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
58000 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
58100 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
58200 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
58300 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
58400 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
58500 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
58600 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
58700 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
58800 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
58900 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
59000 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
59100 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
59200 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
59300 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
59400 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
59500 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
59600 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
59700 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
59800 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
59900 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
60000 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
60100 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
60200 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
60300 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
60400 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
60500 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
60600 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
60700 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
60800 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
60900 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
61000 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
61100 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
61200 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
61300 -0.03 0.00 0.03 -0.00 1.03 0.01+0.00j
61400 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
61500 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
61600 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
61700 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
61800 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
61900 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
62000 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
62100 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
62200 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
62300 -0.03 0.00 0.03 -0.01 1.02 0.01+0.00j
62400 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
62500 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
62600 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
62700 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
62800 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
62900 -0.03 -0.00 0.03 -0.00 1.06 0.01-0.00j
63000 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
63100 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
63200 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
63300 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
63400 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
63500 -0.03 -0.00 0.03 -0.00 1.07 0.01-0.00j
63600 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
63700 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
63800 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
63900 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
64000 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
64100 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
64200 -0.03 0.00 0.03 -0.01 1.02 0.01+0.00j
64300 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
64400 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
64500 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
64600 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
64700 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
64800 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
64900 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
65000 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
65100 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
65200 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
65300 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
65400 -0.03 0.00 0.03 -0.00 1.08 0.01+0.00j
65500 -0.03 -0.00 0.03 -0.00 1.07 0.01-0.00j
65600 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
65700 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
65800 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
65900 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
66000 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
66100 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
66200 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
66300 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
66400 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
66500 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
66600 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
66700 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
66800 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
66900 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
67000 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
67100 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
67200 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
67300 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
67400 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
67500 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
67600 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
67700 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
67800 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
67900 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
68000 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
68100 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
68200 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
68300 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
68400 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
68500 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
68600 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
68700 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
68800 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
68900 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
69000 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
69100 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
69200 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
69300 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
69400 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
69500 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
69600 -0.03 -0.00 0.03 -0.01 1.02 0.01-0.00j
69700 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
69800 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
69900 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
70000 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
70100 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
70200 -0.03 -0.00 0.03 -0.00 1.06 0.01-0.00j
70300 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
70400 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
70500 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
70600 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
70700 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
70800 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
70900 -0.03 -0.00 0.03 -0.01 1.07 0.01-0.00j
71000 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
71100 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
71200 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
71300 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
71400 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
71500 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
71600 -0.03 -0.00 0.03 -0.00 1.08 0.01-0.00j
71700 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
71800 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
71900 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
72000 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
72100 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
72200 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
72300 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
72400 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
72500 -0.03 -0.00 0.03 -0.00 1.07 0.01-0.00j
72600 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
72700 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
72800 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
72900 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
73000 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
73100 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
73200 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
73300 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
73400 -0.03 -0.00 0.03 -0.00 1.06 0.01-0.00j
73500 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
73600 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
73700 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
73800 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
73900 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
74000 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
74100 -0.03 -0.00 0.03 -0.01 1.07 0.01-0.00j
74200 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
74300 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
74400 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
74500 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
74600 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
74700 -0.03 0.00 0.03 -0.01 1.02 0.01+0.00j
74800 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
74900 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
75000 -0.03 0.00 0.03 -0.00 1.03 0.01+0.00j
75100 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
75200 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
75300 -0.03 0.00 0.03 -0.01 1.07 0.01+0.00j
75400 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
75500 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
75600 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
75700 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
75800 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
75900 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
76000 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
76100 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
76200 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
76300 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
76400 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
76500 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
76600 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
76700 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
76800 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
76900 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
77000 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
77100 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
77200 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
77300 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
77400 -0.03 -0.00 0.03 -0.00 1.08 0.01-0.00j
77500 -0.03 -0.00 0.03 -0.00 1.05 0.01-0.00j
77600 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
77700 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
77800 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
77900 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
78000 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
78100 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
78200 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
78300 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
78400 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
78500 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
78600 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
78700 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
78800 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
78900 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
79000 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
79100 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
79200 -0.03 -0.00 0.03 -0.01 1.02 0.01-0.00j
79300 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
79400 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
79500 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
79600 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
79700 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
79800 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
79900 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
80000 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
80100 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
80200 -0.03 -0.00 0.03 -0.01 1.02 0.01-0.00j
80300 -0.03 -0.00 0.03 -0.00 1.08 0.01-0.00j
80400 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
