# step beta_mu_ex.real beta_mu_ex.imag beta_P.real beta_P.imag rho.real -kTlog(Q)
1000 -0.61 -0.01 0.00 -0.00 0.00 1.04-0.05j
2000 -0.60 -0.03 0.00 0.00 0.00 1.15-0.31j
3000 -0.61 -0.02 0.00 -0.00 0.00 1.10-0.16j
4000 -0.60 0.01 0.00 0.00 0.00 1.16+0.09j
5000 -0.61 0.01 0.00 0.00 0.00 1.09+0.06j
6000 -0.60 -0.06 0.00 0.00 -0.00 1.15-0.57j
7000 -0.61 -0.02 0.00 -0.00 0.00 1.12-0.20j
8000 -0.60 -0.02 0.00 -0.00 0.00 1.17-0.21j
9000 -0.61 -0.05 0.00 -0.00 0.00 1.07-0.48j
10000 -0.59 -0.01 0.00 0.00 -0.00 1.24-0.07j
11000 -0.61 -0.04 0.00 -0.00 -0.00 1.11-0.42j
12000 -0.62 0.03 0.00 -0.00 0.00 1.02+0.31j
13000 -0.59 0.07 0.00 0.00 0.00 1.25+0.72j
14000 -0.62 0.05 0.00 -0.00 -0.00 0.99+0.46j
15000 -0.60 0.08 0.00 -0.00 0.00 1.20+0.79j
16000 -0.62 0.01 0.00 0.00 0.00 1.00+0.12j
17000 -0.62 0.01 0.00 -0.00 -0.00 0.99+0.09j
18000 -0.62 0.06 0.00 -0.00 -0.00 0.99+0.58j
19000 -0.61 0.03 0.00 -0.00 -0.00 1.05+0.30j
20000 -0.60 0.02 0.00 0.00 0.00 1.16+0.20j
21000 -0.61 0.04 0.00 0.00 -0.00 1.12+0.36j
22000 -0.61 0.05 0.00 -0.00 -0.00 1.05+0.51j
23000 -0.61 -0.03 0.00 -0.00 -0.00 1.06-0.35j
24000 -0.61 -0.02 0.00 -0.00 -0.00 1.06-0.19j
25000 -0.60 -0.05 0.00 0.00 -0.00 1.16-0.52j
26000 -0.61 -0.07 0.00 0.00 -0.00 1.12-0.69j
27000 -0.61 0.00 0.00 0.00 0.00 1.10+0.02j
28000 -0.61 0.08 0.00 -0.00 -0.00 1.05+0.85j
29000 -0.61 0.14 0.00 0.00 -0.00 1.04+1.42j
30000 -0.61 0.08 0.00 -0.00 -0.00 1.07+0.82j
31000 -0.61 0.03 0.00 -0.00 -0.00 1.12+0.30j
32000 -0.59 -0.03 0.00 -0.00 -0.00 1.25-0.31j
33000 -0.62 0.04 0.00 -0.00 -0.00 1.02+0.37j
34000 -0.60 0.04 0.00 0.00 0.00 1.22+0.39j
35000 -0.62 -0.01 0.00 -0.00 -0.00 1.03-0.07j
36000 -0.60 0.01 0.00 -0.00 -0.00 1.15+0.12j
37000 -0.61 0.00 0.00 -0.00 -0.00 1.10+0.03j
38000 -0.60 0.01 0.00 -0.00 -0.00 1.16+0.06j
39000 -0.61 -0.02 0.00 0.00 0.00 1.11-0.20j
40000 -0.61 0.04 0.00 -0.00 -0.00 1.08+0.45j
41000 -0.59 0.02 0.00 0.00 0.00 1.33+0.23j
42000 -0.61 -0.03 0.00 0.00 -0.00 1.06-0.34j
43000 -0.59 0.01 0.00 0.00 0.00 1.31+0.09j
44000 -0.62 -0.02 0.00 -0.00 -0.00 1.00-0.24j
45000 -0.61 -0.04 0.00 0.00 0.00 1.09-0.44j
46000 -0.61 -0.14 0.00 0.00 0.00 1.10-1.45j
47000 -0.61 -0.09 0.00 0.00 -0.00 1.05-0.92j
48000 -0.61 -0.07 0.00 0.00 -0.00 1.09-0.72j
49000 -0.63 -0.05 0.00 0.00 0.00 0.93-0.47j
50000 -0.62 -0.00 0.00 0.00 -0.00 0.97-0.01j
51000 -0.61 0.02 0.00 -0.00 -0.00 1.08+0.21j
52000 -0.61 -0.14 0.00 0.00 -0.00 1.08-1.37j
53000 -0.60 -0.03 0.00 -0.00 -0.00 1.23-0.30j
54000 -0.61 0.08 0.00 -0.00 -0.00 1.10+0.80j
55000 -0.62 0.11 0.00 -0.00 -0.00 1.02+1.07j
56000 -0.61 0.04 0.00 0.00 0.00 1.06+0.38j
57000 -0.60 0.08 0.00 0.00 -0.00 1.21+0.81j
58000 -0.61 0.03 0.00 0.00 -0.00 1.05+0.33j
59000 -0.60 -0.02 0.00 -0.00 0.00 1.16-0.23j
60000 -0.61 -0.08 0.00 -0.00 -0.00 1.07-0.78j
61000 -0.61 -0.05 0.00 0.00 0.00 1.12-0.48j
62000 -0.61 -0.07 0.00 0.00 0.00 1.10-0.72j
63000 -0.61 0.01 0.00 0.00 0.00 1.05+0.05j
64000 -0.61 0.00 0.00 0.00 0.00 1.10+0.05j
65000 -0.61 0.03 0.00 -0.00 -0.00 1.04+0.27j
66000 -0.61 0.03 0.00 -0.00 -0.00 1.08+0.32j
67000 -0.61 0.01 0.00 -0.00 0.00 1.09+0.08j
68000 -0.62 0.00 0.00 -0.00 -0.00 1.02+0.03j
69000 -0.60 -0.06 0.00 -0.00 -0.00 1.23-0.57j
70000 -0.60 -0.02 0.00 0.00 -0.00 1.23-0.15j
71000 -0.60 0.02 0.00 -0.00 -0.00 1.22+0.20j
