# step beta_mu_ex.real beta_P.real rho.real -kTlog(Q)
53000 26.64 0.00 0.00 20.51+0.78j
54000 26.42 -0.00 0.02 20.39+1.28j
55000 26.20 -0.00 0.02 20.28-1.15j
56000 28.50 -0.01 0.07 21.44-1.46j
57000 26.80 0.00 0.02 20.58-1.18j
58000 26.78 0.00 0.02 20.57-0.46j
59000 26.93 0.00 0.02 20.65-0.37j
60000 25.65 0.00 0.03 20.01-1.51j
61000 26.82 0.00 0.01 20.59+0.45j
62000 27.71 0.01 0.03 21.04+0.59j
63000 26.73 0.00 0.01 20.55-0.95j
64000 27.87 0.01 0.06 21.12-0.45j
65000 25.84 -0.00 0.02 20.10-0.61j
66000 27.00 0.00 0.02 20.68-0.72j
67000 27.95 0.00 0.02 21.16-1.26j
68000 27.74 0.00 0.01 21.05-0.43j
69000 26.45 -0.00 0.03 20.41-0.85j
70000 27.14 -0.00 0.03 20.75-0.40j
71000 26.73 0.00 0.02 20.55+0.02j
72000 28.06 -0.00 0.03 21.21-1.46j
73000 28.36 -0.01 0.05 21.36+0.32j
74000 26.84 -0.00 0.01 20.60+1.35j
75000 28.40 0.00 0.01 21.38-0.40j
76000 28.21 -0.00 0.01 21.29+1.03j
77000 28.24 0.00 0.03 21.30-0.64j
78000 29.23 -0.01 0.02 21.80+0.75j
79000 30.18 -0.00 0.05 22.27-0.05j
80000 28.77 -0.00 0.05 21.57-1.31j
81000 27.40 0.00 0.01 20.88-0.72j
82000 27.75 0.00 0.02 21.06+0.52j
83000 28.74 0.00 0.02 21.55-0.94j
84000 28.47 -0.01 0.02 21.42+0.35j
85000 27.25 -0.00 0.01 20.81-0.02j
86000 27.49 0.00 0.02 20.93+0.55j
87000 27.60 0.00 0.00 20.98+1.04j
88000 28.61 -0.00 0.00 21.49-0.46j
89000 27.91 0.00 0.05 21.14+0.58j
90000 27.43 0.00 0.01 20.90-0.83j
91000 27.03 0.00 0.02 20.70+0.77j
92000 27.71 -0.00 0.01 21.04+0.52j
93000 26.29 -0.00 0.01 20.33+1.09j
94000 27.60 0.00 0.02 20.99+0.51j
95000 28.17 -0.00 0.02 21.27-1.02j
96000 27.28 0.00 0.01 20.82-1.29j
97000 27.47 0.00 0.03 20.92-1.04j
98000 27.49 -0.00 0.02 20.93-1.46j
99000 28.49 -0.00 0.07 21.43-0.85j
100000 27.49 0.00 0.01 20.93-0.55j
101000 28.66 0.02 0.04 21.52-1.06j
102000 26.39 0.00 0.01 20.38+1.26j
103000 27.34 0.00 0.03 20.85+0.44j
104000 25.85 -0.00 0.01 20.11+0.67j
105000 27.06 -0.00 -0.00 20.71+0.38j
106000 26.81 0.00 0.06 20.59-0.46j
107000 26.32 -0.00 0.03 20.34+1.30j
108000 26.30 -0.00 0.04 20.33-0.49j
109000 26.25 -0.00 0.03 20.31+0.71j
110000 25.91 0.00 0.01 20.14-0.36j
111000 26.83 -0.00 0.00 20.60+0.63j
112000 27.30 0.00 0.01 20.84-0.02j
113000 27.19 -0.00 0.01 20.78+1.32j
114000 27.01 0.00 0.02 20.69+1.43j
115000 26.79 -0.00 0.02 20.58-0.87j
116000 28.84 -0.01 -0.02 21.60-0.07j
117000 27.53 0.00 0.01 20.95-0.29j
118000 26.29 0.00 0.02 20.33+1.01j
119000 26.77 -0.01 0.02 20.57+0.08j
120000 28.22 0.01 -0.03 21.29+0.83j
121000 26.55 -0.00 0.02 20.46+0.26j
122000 27.33 0.00 0.03 20.85-1.36j
123000 27.82 0.00 0.02 21.09+1.43j
124000 28.08 0.00 -0.00 21.22+0.18j
125000 26.73 0.00 0.02 20.55+0.29j
126000 27.05 -0.00 0.02 20.71-1.09j
127000 26.15 0.00 0.01 20.26-1.30j
128000 27.80 0.00 0.02 21.08+1.00j
129000 26.88 0.00 0.02 20.62+0.88j
130000 26.27 0.00 0.02 20.32+0.59j
131000 26.80 0.00 0.03 20.58-0.30j
132000 25.69 0.00 0.02 20.03+0.81j
133000 28.06 0.00 0.03 21.21+0.70j
134000 26.70 0.00 0.02 20.54+1.46j
135000 27.14 0.00 0.02 20.75-0.19j
136000 27.61 0.01 0.01 20.99-0.35j
137000 26.95 -0.00 0.02 20.66-1.55j
138000 28.20 -0.00 0.02 21.28-1.49j
139000 27.11 -0.00 0.01 20.74+0.13j
140000 26.67 -0.00 0.01 20.52-0.80j
141000 27.18 0.00 0.02 20.77-0.07j
142000 27.28 0.00 0.02 20.82-1.31j
143000 28.05 0.01 0.02 21.21+1.23j
144000 27.36 -0.00 0.02 20.86-0.76j
145000 27.32 -0.00 0.01 20.84-0.20j
146000 27.32 0.00 0.02 20.84+1.18j
147000 27.78 0.00 0.01 21.08-1.10j
148000 26.89 0.00 0.01 20.63-1.36j
149000 28.00 0.00 0.02 21.19+0.59j
150000 27.64 -0.00 0.01 21.01+0.70j
151000 28.44 0.00 0.01 21.40+0.55j
152000 27.70 0.00 0.02 21.03+1.04j
153000 27.40 -0.00 0.02 20.89-0.39j
154000 28.42 0.00 0.01 21.39-1.34j
155000 27.52 0.00 0.02 20.95-1.48j
156000 26.57 0.00 0.02 20.47+1.52j
157000 28.42 0.00 0.02 21.39-0.17j
158000 28.04 -0.00 0.02 21.20+0.32j
159000 28.72 0.01 0.04 21.54+0.28j
160000 28.39 0.00 0.01 21.38-1.14j
161000 27.47 -0.00 0.02 20.92+1.53j
162000 27.65 -0.01 0.03 21.01-0.87j
163000 27.64 -0.00 0.01 21.00+0.51j
164000 27.72 0.00 0.01 21.05-0.28j
165000 28.29 0.00 0.01 21.33+1.49j
166000 28.80 0.00 0.02 21.58-0.83j
167000 29.51 0.00 0.02 21.94+0.72j
168000 29.21 0.01 0.02 21.79+0.17j
169000 30.09 0.01 0.02 22.23-1.27j
170000 28.74 0.00 0.02 21.55+0.94j
171000 29.58 0.00 0.01 21.97-1.02j
172000 29.86 0.00 0.05 22.11-1.54j
173000 29.78 0.01 0.01 22.08-0.36j
174000 28.93 0.00 0.01 21.65-0.76j
175000 30.74 0.02 -0.01 22.55+1.55j
176000 28.88 0.00 0.02 21.62+0.30j
177000 28.97 0.00 0.03 21.67-1.16j
178000 27.69 -0.00 0.01 21.03+0.60j
179000 27.93 0.00 0.03 21.15-0.23j
180000 31.14 0.04 0.24 22.75-1.27j
181000 30.00 0.02 0.03 22.19-0.61j
182000 28.37 0.00 0.03 21.37+1.03j
183000 28.47 0.00 0.01 21.42+0.83j
184000 29.62 0.00 0.02 21.99+0.80j
185000 28.41 0.00 0.01 21.39-1.47j
186000 28.51 -0.00 0.02 21.44+1.42j
187000 29.09 0.00 0.02 21.73-1.32j
188000 28.69 0.00 0.03 21.53-1.15j
189000 28.67 -0.00 0.01 21.52-1.48j
190000 29.22 0.00 0.02 21.80+0.13j
191000 27.76 -0.00 0.02 21.06-0.32j
192000 28.39 0.00 0.02 21.38-1.24j
193000 28.71 0.00 -0.03 21.54-0.91j
194000 27.49 0.00 0.02 20.93+0.30j
195000 28.84 0.00 0.01 21.60-0.92j
196000 28.29 0.01 0.02 21.33-0.45j
197000 28.73 0.00 0.02 21.55+0.50j
198000 27.69 0.00 0.02 21.03+0.59j
199000 29.04 -0.00 0.00 21.70-0.86j
